,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
0,2013.06.03,00:00:00,0.79757,0.79757,0.79425,0.79702,10263,0,5
1,2013.06.03,04:00:00,0.79703,0.79792,0.79578,0.79665,11339,0,5
2,2013.06.03,08:00:00,0.79662,0.80023,0.7963,0.79864,9055,0,5
3,2013.06.03,12:00:00,0.79872,0.80983,0.79698,0.80969,14377,0,5
4,2013.06.03,16:00:00,0.80969,0.81183,0.80769,0.80841,9573,0,5
5,2013.06.03,20:00:00,0.8084,0.8105,0.80757,0.80865,8747,0,5
6,2013.06.04,00:00:00,0.80864,0.80903,0.80389,0.80445,9241,0,5
7,2013.06.04,04:00:00,0.80445,0.80636,0.80117,0.80193,12484,0,5
8,2013.06.04,08:00:00,0.80188,0.80452,0.80019,0.80326,10159,0,5
9,2013.06.04,12:00:00,0.80329,0.8048,0.79849,0.79904,13571,0,5
10,2013.06.04,16:00:00,0.79902,0.80089,0.79675,0.8007,8988,0,5
11,2013.06.04,20:00:00,0.80071,0.8027,0.80057,0.80127,6233,0,5
12,2013.06.05,00:00:00,0.80127,0.80524,0.80036,0.80482,13105,0,5
13,2013.06.05,04:00:00,0.80482,0.80604,0.7982,0.80065,13882,0,5
14,2013.06.05,08:00:00,0.80073,0.80132,0.79716,0.80039,10377,0,5
15,2013.06.05,12:00:00,0.80039,0.80287,0.79293,0.79433,15902,0,5
16,2013.06.05,16:00:00,0.79434,0.79552,0.79277,0.79532,8856,0,5
17,2013.06.05,20:00:00,0.79532,0.79854,0.79499,0.79581,7308,0,5
18,2013.06.06,00:00:00,0.7958,0.79638,0.79242,0.79247,7777,0,36
19,2013.06.06,04:00:00,0.79246,0.79464,0.79018,0.79462,10805,0,21
20,2013.06.06,08:00:00,0.79462,0.79674,0.79361,0.79562,11596,0,21
21,2013.06.06,12:00:00,0.79562,0.79775,0.79243,0.79698,14855,0,21
22,2013.06.06,16:00:00,0.79695,0.80999,0.7959,0.80298,17853,0,21
23,2013.06.06,20:00:00,0.80299,0.8036,0.79782,0.79855,10311,0,36
24,2013.06.07,00:00:00,0.79832,0.80069,0.79452,0.79783,10149,0,36
25,2013.06.07,04:00:00,0.79786,0.79819,0.79575,0.79728,15220,0,21
26,2013.06.07,08:00:00,0.79731,0.79962,0.7941,0.79545,12786,0,21
27,2013.06.07,12:00:00,0.79545,0.80134,0.78612,0.79039,19033,0,21
28,2013.06.07,16:00:00,0.79038,0.79069,0.78578,0.78811,10629,0,21
29,2013.06.07,20:00:00,0.78812,0.78954,0.78759,0.78787,2923,0,36
30,2013.06.10,00:00:00,0.78355,0.78721,0.78352,0.78397,5587,0,36
31,2013.06.10,04:00:00,0.78398,0.78619,0.78343,0.78466,8945,0,21
32,2013.06.10,08:00:00,0.78466,0.78928,0.78414,0.78822,11439,0,21
33,2013.06.10,12:00:00,0.78825,0.79057,0.78611,0.78965,14955,0,21
34,2013.06.10,16:00:00,0.78964,0.79224,0.78865,0.79069,12231,0,21
35,2013.06.10,20:00:00,0.79064,0.79101,0.7892,0.78959,6581,0,36
36,2013.06.11,00:00:00,0.7896,0.78969,0.78556,0.78924,8134,0,36
37,2013.06.11,04:00:00,0.78925,0.79058,0.78658,0.78665,11879,0,21
38,2013.06.11,08:00:00,0.78665,0.78665,0.77615,0.77655,16016,0,21
39,2013.06.11,12:00:00,0.77656,0.78606,0.77596,0.78526,17655,0,21
40,2013.06.11,16:00:00,0.78527,0.78832,0.78453,0.78813,12445,0,21
41,2013.06.11,20:00:00,0.7881,0.79064,0.78597,0.78938,8985,0,36
42,2013.06.12,00:00:00,0.78937,0.79208,0.78862,0.78913,7525,0,36
43,2013.06.12,04:00:00,0.78914,0.7906,0.7864,0.78971,9436,0,21
44,2013.06.12,08:00:00,0.78972,0.79928,0.78959,0.79753,13606,0,21
45,2013.06.12,12:00:00,0.79755,0.80226,0.79431,0.79672,14379,0,21
46,2013.06.12,16:00:00,0.79674,0.80005,0.79578,0.79738,11106,0,21
