,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2333,2022.05.30,0.65263,0.65603,0.65237,0.65539,33113,0,1
2334,2022.05.31,0.65541,0.65637,0.64827,0.65185,54249,0,1
2335,2022.06.01,0.65185,0.65399,0.6465,0.64823,49861,0,1
2336,2022.06.02,0.64823,0.65645,0.64603,0.65587,43091,0,1
2337,2022.06.03,0.65581,0.65758,0.65009,0.65052,39720,0,1
2338,2022.06.06,0.6511,0.65365,0.6481,0.64885,36437,0,1
2339,2022.06.07,0.64885,0.64987,0.64226,0.64883,50290,0,1
2340,2022.06.08,0.64878,0.64894,0.64349,0.64456,44438,0,1
2341,2022.06.09,0.64457,0.64611,0.63772,0.63836,52247,0,1
2342,2022.06.10,0.63834,0.64349,0.63481,0.63525,50351,0,1
2343,2022.06.13,0.63483,0.63491,0.62458,0.62691,65423,0,1
2344,2022.06.14,0.6268,0.6293,0.61962,0.62206,72659,0,1
2345,2022.06.15,0.62213,0.63127,0.62142,0.62682,78573,0,1
2346,2022.06.16,0.62687,0.63953,0.62328,0.6357,77348,0,1
2347,2022.06.17,0.63569,0.637,0.62692,0.63129,69977,0,1
2348,2022.06.20,0.63202,0.63639,0.6305,0.63347,49950,0,1
2349,2022.06.21,0.63346,0.63632,0.63179,0.63307,52897,0,1
2350,2022.06.22,0.63305,0.6331,0.62439,0.62857,56946,0,1
2351,2022.06.23,0.62856,0.63103,0.62475,0.62847,59774,0,1
2352,2022.06.24,0.62833,0.63269,0.62762,0.63123,55164,0,1
2353,2022.06.27,0.63219,0.63264,0.62814,0.62953,56595,0,1
2354,2022.06.28,0.62955,0.63133,0.62342,0.62399,56761,0,1
2355,2022.06.29,0.62401,0.62598,0.6205,0.62262,64156,0,1
2356,2022.06.30,0.62262,0.62542,0.6198,0.6235,65261,0,1
2357,2022.07.01,0.62349,0.62463,0.61476,0.62026,68734,0,1
2358,2022.07.04,0.62145,0.62518,0.61953,0.6209,42092,0,1
2359,2022.07.05,0.6209,0.62262,0.61244,0.61694,71737,0,1
2360,2022.07.06,0.61694,0.61916,0.61315,0.61525,74772,0,1
2361,2022.07.07,0.61528,0.6195,0.61397,0.6173,58785,0,1
2362,2022.07.08,0.61728,0.62069,0.61318,0.61875,61832,0,1
2363,2022.07.11,0.61848,0.61923,0.6097,0.6112,58233,0,1
2364,2022.07.12,0.61116,0.61455,0.60999,0.6123,65345,0,1
2365,2022.07.13,0.61229,0.61715,0.6081,0.61249,73009,0,1
2366,2022.07.14,0.61245,0.61344,0.60607,0.61231,77269,0,1
2367,2022.07.15,0.61231,0.6177,0.61177,0.61554,59289,0,1
2368,2022.07.18,0.61619,0.62002,0.61476,0.61503,50741,0,1
2369,2022.07.19,0.61503,0.62402,0.6141,0.6229,53547,0,1
2370,2022.07.20,0.6229,0.6272,0.6217,0.62261,53601,0,1
2371,2022.07.21,0.62261,0.62535,0.61848,0.62458,63009,0,1
2372,2022.07.22,0.62459,0.63042,0.62113,0.62528,59423,0,1
2373,2022.07.25,0.62389,0.62794,0.62141,0.62603,53804,0,1
2374,2022.07.26,0.62603,0.62797,0.62222,0.62374,46256,0,1
2375,2022.07.27,0.62374,0.62773,0.61912,0.62634,54115,0,1
2376,2022.07.28,0.62633,0.62969,0.62505,0.6294,58231,0,1
2377,2022.07.29,0.62941,0.63286,0.62176,0.62902,51837,0,1
2378,2022.08.01,0.62852,0.63525,0.62768,0.63358,46745,0,1
2379,2022.08.02,0.63358,0.63431,0.62224,0.62235,58428,0,1
2380,2022.08.03,0.62234,0.6281,0.62126,0.62713,49466,0,1
2381,2022.08.04,0.62713,0.63151,0.62649,0.62977,45071,0,1
2382,2022.08.05,0.62978,0.63095,0.62122,0.62417,42680,0,1
2383,2022.08.08,0.62359,0.63044,0.62301,0.6283,36133,0,1
2384,2022.08.09,0.62852,0.6303,0.627,0.62845,32661,0,1
2385,2022.08.10,0.62844,0.64343,0.62749,0.64072,43914,0,1
2386,2022.08.11,0.64072,0.64625,0.63841,0.64321,44267,0,1
2387,2022.08.12,0.64321,0.64683,0.64224,0.64517,37304,0,1
2388,2022.08.15,0.64508,0.64559,0.63535,0.63573,32847,0,1
2389,2022.08.16,0.63573,0.63702,0.63166,0.63451,37981,0,1
2390,2022.08.17,0.63451,0.63829,0.62582,0.62762,47891,0,1
2391,2022.08.18,0.62762,0.63129,0.62441,0.62448,42699,0,1
2392,2022.08.19,0.62446,0.62502,0.61656,0.61739,38519,0,1
2393,2022.08.22,0.61749,0.62147,0.61569,0.61785,41771,0,1
2394,2022.08.23,0.61787,0.62441,0.61596,0.62184,47790,0,1
2395,2022.08.24,0.62184,0.62184,0.61628,0.6186,40093,0,1
