,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
288,2013.08.08,00:00:00,1.67572,1.67973,1.67278,1.67693,11720,0,5
289,2013.08.08,04:00:00,1.67693,1.67759,1.67111,1.67573,12126,0,2
290,2013.08.08,08:00:00,1.67567,1.678,1.6724,1.67405,11378,0,10
291,2013.08.08,12:00:00,1.67396,1.67522,1.6642,1.66638,16226,0,1
292,2013.08.08,16:00:00,1.66633,1.66924,1.66492,1.66911,7780,0,2
293,2013.08.08,20:00:00,1.66915,1.67483,1.66834,1.67338,5439,0,9
294,2013.08.09,00:00:00,1.67338,1.67538,1.67018,1.67481,9239,0,2
295,2013.08.09,04:00:00,1.67479,1.67555,1.66865,1.67103,9251,0,4
296,2013.08.09,08:00:00,1.67103,1.67105,1.66637,1.66684,11253,0,12
297,2013.08.09,12:00:00,1.66688,1.66847,1.65792,1.65975,14986,0,4
298,2013.08.09,16:00:00,1.65972,1.66083,1.65531,1.65929,6080,0,1
299,2013.08.09,20:00:00,1.65926,1.6601,1.65672,1.65903,1109,0,9
300,2013.08.12,00:00:00,1.66202,1.6623,1.65353,1.65733,11817,0,12
301,2013.08.12,04:00:00,1.65733,1.66453,1.65648,1.66293,11459,0,3
302,2013.08.12,08:00:00,1.66293,1.66353,1.65768,1.65978,11514,0,7
303,2013.08.12,12:00:00,1.65978,1.65983,1.65164,1.65664,12828,0,2
304,2013.08.12,16:00:00,1.65664,1.66278,1.65501,1.66172,5995,0,8
305,2013.08.12,20:00:00,1.66165,1.66723,1.65881,1.66543,6087,0,2
306,2013.08.13,00:00:00,1.66542,1.66663,1.6626,1.66442,10991,0,2
307,2013.08.13,04:00:00,1.66441,1.66664,1.66083,1.66233,12842,0,2
308,2013.08.13,08:00:00,1.66233,1.66553,1.66099,1.66171,14535,0,7
309,2013.08.13,12:00:00,1.66171,1.66903,1.66118,1.66747,18766,0,2
310,2013.08.13,16:00:00,1.66746,1.66778,1.66373,1.6652,7882,0,12
311,2013.08.13,20:00:00,1.66518,1.66648,1.65998,1.66235,5075,0,1
312,2013.08.14,00:00:00,1.66241,1.66593,1.66121,1.66164,8458,0,2
313,2013.08.14,04:00:00,1.66163,1.66384,1.65895,1.65978,11835,0,3
314,2013.08.14,08:00:00,1.65978,1.66095,1.64823,1.65149,13716,0,3
315,2013.08.14,12:00:00,1.6515,1.65409,1.64743,1.65012,16511,0,1
316,2013.08.14,16:00:00,1.65012,1.6509,1.64792,1.65025,7577,0,6
317,2013.08.14,20:00:00,1.65024,1.65256,1.64648,1.64724,6251,0,3
318,2013.08.15,00:00:00,1.64729,1.65023,1.64293,1.64911,11227,0,1
319,2013.08.15,04:00:00,1.64934,1.65001,1.64286,1.64433,10054,0,8
320,2013.08.15,08:00:00,1.64434,1.64741,1.64004,1.64693,13512,0,5
321,2013.08.15,12:00:00,1.64693,1.65323,1.64506,1.64839,20156,0,2
322,2013.08.15,16:00:00,1.64839,1.65545,1.64575,1.65392,14353,0,1
323,2013.08.15,20:00:00,1.65396,1.65525,1.65245,1.65357,5536,0,1
324,2013.08.16,00:00:00,1.65357,1.65733,1.64493,1.6526,12223,0,2
325,2013.08.16,04:00:00,1.65261,1.65463,1.64783,1.64794,12349,0,2
