,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
23,2013.06.06,20:00:00,1.32451,1.32474,1.32366,1.32404,4670,0,10
24,2013.06.07,00:00:00,1.32398,1.3259,1.32352,1.32536,7117,0,10
25,2013.06.07,04:00:00,1.32535,1.32682,1.3244,1.32565,11849,0,3
26,2013.06.07,08:00:00,1.3256,1.32583,1.32243,1.325,15188,0,3
27,2013.06.07,12:00:00,1.325,1.32844,1.31915,1.32201,21680,0,3
28,2013.06.07,16:00:00,1.32202,1.3241,1.32052,1.32226,10173,0,3
29,2013.06.07,20:00:00,1.32229,1.32304,1.32118,1.32168,2486,0,10
30,2013.06.10,00:00:00,1.32051,1.32279,1.3198,1.32045,4489,0,10
31,2013.06.10,04:00:00,1.32045,1.32089,1.31861,1.31881,6231,0,3
32,2013.06.10,08:00:00,1.31882,1.32292,1.31772,1.32197,12485,0,3
33,2013.06.10,12:00:00,1.32195,1.32251,1.3183,1.31943,16201,0,3
34,2013.06.10,16:00:00,1.3194,1.32687,1.31925,1.32603,11687,0,3
35,2013.06.10,20:00:00,1.32604,1.32629,1.32519,1.32556,4195,0,10
36,2013.06.11,00:00:00,1.32558,1.32787,1.32472,1.32778,5458,0,10
37,2013.06.11,04:00:00,1.32777,1.32912,1.32612,1.32661,8953,0,3
38,2013.06.11,08:00:00,1.32662,1.32989,1.32567,1.32689,16159,0,3
39,2013.06.11,12:00:00,1.3269,1.33139,1.32322,1.32735,19679,0,3
40,2013.06.11,16:00:00,1.32733,1.33122,1.32553,1.3307,12892,0,3
41,2013.06.11,20:00:00,1.33069,1.33171,1.33004,1.33139,4450,0,10
42,2013.06.12,00:00:00,1.3314,1.33168,1.33063,1.33092,4778,0,10
43,2013.06.12,04:00:00,1.33094,1.33146,1.32924,1.33117,6728,0,3
44,2013.06.12,08:00:00,1.33119,1.33343,1.32719,1.32819,14561,0,3
45,2013.06.12,12:00:00,1.32818,1.3342,1.32656,1.33361,16712,0,3
46,2013.06.12,16:00:00,1.33362,1.33589,1.3315,1.33288,13599,0,3
47,2013.06.12,20:00:00,1.33287,1.334,1.33233,1.33385,4368,0,10
48,2013.06.13,00:00:00,1.33386,1.33692,1.33374,1.33578,6976,0,10
49,2013.06.13,04:00:00,1.33577,1.33898,1.33489,1.33699,8994,0,3
50,2013.06.13,08:00:00,1.337,1.3373,1.33223,1.33278,14000,0,3
51,2013.06.13,12:00:00,1.33278,1.33363,1.32786,1.33,17739,0,3
52,2013.06.13,16:00:00,1.32998,1.33472,1.32982,1.33452,11583,0,3
53,2013.06.13,20:00:00,1.33451,1.33782,1.33444,1.33584,6142,0,1
54,2013.06.14,00:00:00,1.33585,1.33732,1.3348,1.33484,6604,0,1
55,2013.06.14,04:00:00,1.33481,1.33546,1.33205,1.33237,9207,0,1
56,2013.06.14,08:00:00,1.33236,1.33406,1.33074,1.33084,11921,0,1
57,2013.06.14,12:00:00,1.33083,1.33502,1.32947,1.33293,18437,0,1
58,2013.06.14,16:00:00,1.33291,1.33494,1.33133,1.33463,7358,0,1
59,2013.06.14,20:00:00,1.33468,1.33483,1.33404,1.33445,1122,0,1
60,2013.06.17,00:00:00,1.33542,1.33542,1.33206,1.3321,5022,0,1
61,2013.06.17,04:00:00,1.33212,1.33473,1.33184,1.33465,7237,0,1
62,2013.06.17,08:00:00,1.33466,1.33514,1.33328,1.33394,9226,0,1
63,2013.06.17,12:00:00,1.33392,1.33586,1.33295,1.33398,12706,0,1
64,2013.06.17,16:00:00,1.33397,1.33803,1.33279,1.33794,7075,0,1
65,2013.06.17,20:00:00,1.33797,1.33797,1.33592,1.3362,4108,0,1
66,2013.06.18,00:00:00,1.33616,1.3365,1.33536,1.33538,5528,0,1
67,2013.06.18,04:00:00,1.33538,1.33787,1.33258,1.33737,9062,0,1
68,2013.06.18,08:00:00,1.33735,1.33986,1.33659,1.33741,13549,0,1
69,2013.06.18,12:00:00,1.33739,1.34156,1.33379,1.34065,16601,0,1
70,2013.06.18,16:00:00,1.34064,1.34135,1.33935,1.33962,5968,0,1
71,2013.06.18,20:00:00,1.33963,1.33993,1.33851,1.33929,4064,0,1
72,2013.06.19,00:00:00,1.33928,1.34021,1.33847,1.33906,5069,0,1
73,2013.06.19,04:00:00,1.33905,1.34106,1.33869,1.33913,7821,0,1
74,2013.06.19,08:00:00,1.33914,1.34045,1.33853,1.33997,9687,0,1
75,2013.06.19,12:00:00,1.33998,1.34126,1.33883,1.34033,10325,0,1
76,2013.06.19,16:00:00,1.34032,1.34158,1.32621,1.32797,15019,0,1
77,2013.06.19,20:00:00,1.328,1.33015,1.32712,1.32816,6830,0,1
78,2013.06.20,00:00:00,1.32816,1.33004,1.32535,1.32562,9512,0,1
79,2013.06.20,04:00:00,1.32559,1.32677,1.32134,1.32241,13888,0,1
80,2013.06.20,08:00:00,1.32239,1.32281,1.31811,1.32115,18261,0,1
81,2013.06.20,12:00:00,1.32114,1.32218,1.31612,1.32137,20062,0,1
82,2013.06.20,16:00:00,1.32134,1.32393,1.3194,1.3215,12340,0,1
83,2013.06.20,20:00:00,1.3215,1.3246,1.32139,1.32276,5781,0,1
84,2013.06.21,00:00:00,1.32275,1.32541,1.32006,1.32364,7301,0,1
85,2013.06.21,04:00:00,1.32364,1.32495,1.32101,1.32246,9954,0,1
86,2013.06.21,08:00:00,1.32244,1.32284,1.32005,1.32035,12453,0,1
87,2013.06.21,12:00:00,1.32036,1.32045,1.31106,1.31126,20659,0,1
88,2013.06.21,16:00:00,1.31126,1.31589,1.30988,1.31239,10269,0,1
89,2013.06.21,20:00:00,1.31243,1.31279,1.31163,1.31209,1932,0,1
90,2013.06.24,00:00:00,1.31064,1.3113,1.30889,1.3099,6797,0,1
91,2013.06.24,04:00:00,1.3099,1.31143,1.30785,1.31106,10045,0,1
92,2013.06.24,08:00:00,1.31103,1.31236,1.30858,1.3096,14389,0,1
93,2013.06.24,12:00:00,1.30961,1.3114,1.30592,1.30906,19604,0,1
94,2013.06.24,16:00:00,1.30906,1.31438,1.30854,1.31242,10238,0,1
95,2013.06.24,20:00:00,1.31241,1.31356,1.31156,1.31348,4832,0,1
96,2013.06.25,00:00:00,1.31349,1.31357,1.31104,1.31126,6994,0,1
97,2013.06.25,04:00:00,1.31126,1.31508,1.31088,1.31432,11233,0,1
98,2013.06.25,08:00:00,1.31438,1.31442,1.31133,1.31422,13915,0,1
99,2013.06.25,12:00:00,1.31423,1.31432,1.30651,1.30797,18741,0,1
100,2013.06.25,16:00:00,1.308,1.31035,1.30779,1.30974,6964,0,1
101,2013.06.25,20:00:00,1.30981,1.30981,1.30704,1.30752,4340,0,1
102,2013.06.26,00:00:00,1.30752,1.3087,1.30569,1.30668,6770,0,1
103,2013.06.26,04:00:00,1.30668,1.30831,1.30551,1.30736,10315,0,1
104,2013.06.26,08:00:00,1.30737,1.30776,1.30137,1.30235,14731,0,1
105,2013.06.26,12:00:00,1.30235,1.30554,1.29848,1.30047,17938,0,1
106,2013.06.26,16:00:00,1.30051,1.30144,1.2995,1.30073,8099,0,1
107,2013.06.26,20:00:00,1.30077,1.30164,1.30038,1.30132,3778,0,1
108,2013.06.27,00:00:00,1.30129,1.3034,1.30097,1.30291,4138,0,10
109,2013.06.27,04:00:00,1.30293,1.3041,1.30219,1.30298,6073,0,6
110,2013.06.27,08:00:00,1.30299,1.30399,1.3012,1.30212,11029,0,5
111,2013.06.27,12:00:00,1.30213,1.30492,1.30011,1.30012,15192,0,5
112,2013.06.27,16:00:00,1.30013,1.30545,1.29999,1.30472,8820,0,5
113,2013.06.27,20:00:00,1.30471,1.30525,1.30325,1.30333,3166,0,10
114,2013.06.28,00:00:00,1.30334,1.30743,1.30302,1.30708,5120,0,10
115,2013.06.28,04:00:00,1.30708,1.30754,1.30446,1.305,6524,0,5
116,2013.06.28,08:00:00,1.30499,1.30683,1.30412,1.30666,10509,0,5
117,2013.06.28,12:00:00,1.30668,1.31022,1.29946,1.2999,16533,0,5
118,2013.06.28,16:00:00,1.29988,1.30189,1.29911,1.30187,8653,0,5
119,2013.06.28,20:00:00,1.30186,1.30186,1.30077,1.30078,2325,0,10
120,2013.07.01,00:00:00,1.30076,1.30254,1.30072,1.30229,4785,0,1
121,2013.07.01,04:00:00,1.30231,1.3053,1.30178,1.30451,8245,0,1
122,2013.07.01,08:00:00,1.3045,1.30602,1.3034,1.30379,10548,0,1
123,2013.07.01,12:00:00,1.30378,1.30669,1.30141,1.30595,13876,0,1
124,2013.07.01,16:00:00,1.30594,1.30666,1.30512,1.3064,6078,0,1
125,2013.07.01,20:00:00,1.30642,1.30709,1.30592,1.30677,2896,0,1
126,2013.07.02,00:00:00,1.30677,1.30678,1.30492,1.30613,4078,0,1
127,2013.07.02,04:00:00,1.30611,1.3078,1.30533,1.30568,8771,0,1
128,2013.07.02,08:00:00,1.30568,1.30644,1.30177,1.30285,11330,0,1
129,2013.07.02,12:00:00,1.30286,1.30379,1.29901,1.30164,16000,0,1
130,2013.07.02,16:00:00,1.30166,1.30245,1.29636,1.29751,9420,0,1
131,2013.07.02,20:00:00,1.2975,1.29836,1.2972,1.29746,4046,0,1
132,2013.07.03,00:00:00,1.29746,1.2981,1.29656,1.29721,6532,0,1
133,2013.07.03,04:00:00,1.29723,1.29796,1.2923,1.29283,10955,0,1
134,2013.07.03,08:00:00,1.29285,1.29726,1.29274,1.29598,12990,0,1
135,2013.07.03,12:00:00,1.29598,1.30314,1.2944,1.30041,16623,0,1
136,2013.07.03,16:00:00,1.30034,1.30153,1.29972,1.30115,5687,0,1
137,2013.07.03,20:00:00,1.30115,1.30232,1.30045,1.30208,3567,0,1
138,2013.07.04,00:00:00,1.30206,1.30206,1.29909,1.29951,6053,0,1
139,2013.07.04,04:00:00,1.2995,1.30042,1.29838,1.29902,7914,0,1
140,2013.07.04,08:00:00,1.299,1.30173,1.29801,1.29853,11295,0,1
141,2013.07.04,12:00:00,1.29853,1.29937,1.28831,1.29174,16802,0,1
142,2013.07.04,16:00:00,1.29174,1.29321,1.29112,1.29117,4669,0,1
143,2013.07.04,20:00:00,1.29118,1.29188,1.28879,1.28922,4420,0,1
144,2013.07.05,00:00:00,1.28922,1.29054,1.28918,1.2898,5501,0,1
145,2013.07.05,04:00:00,1.2898,1.29029,1.2878,1.28834,8074,0,1
146,2013.07.05,08:00:00,1.28831,1.28901,1.28691,1.28844,11764,0,1
147,2013.07.05,12:00:00,1.28841,1.28967,1.28061,1.2831,19964,0,1
148,2013.07.05,16:00:00,1.28306,1.28363,1.28175,1.28294,5858,0,1
149,2013.07.05,20:00:00,1.28298,1.28353,1.28269,1.28291,1259,0,1
150,2013.07.08,00:00:00,1.28127,1.28278,1.28127,1.28205,4938,0,1
151,2013.07.08,04:00:00,1.28208,1.28393,1.28117,1.28306,8102,0,1
152,2013.07.08,08:00:00,1.28305,1.28602,1.28276,1.28431,10149,0,1
153,2013.07.08,12:00:00,1.28431,1.28788,1.28416,1.28629,13325,0,1
154,2013.07.08,16:00:00,1.28632,1.28819,1.2856,1.28713,5090,0,1
155,2013.07.08,20:00:00,1.28714,1.2873,1.28597,1.28605,3887,0,1
156,2013.07.09,00:00:00,1.28606,1.28634,1.2846,1.28609,5887,0,1
157,2013.07.09,04:00:00,1.2861,1.28981,1.28573,1.28759,9262,0,1
158,2013.07.09,08:00:00,1.28759,1.28877,1.28578,1.28647,11917,0,1
159,2013.07.09,12:00:00,1.28645,1.28649,1.27622,1.27732,17268,0,1
160,2013.07.09,16:00:00,1.27732,1.27941,1.27553,1.27859,8002,0,1
161,2013.07.09,20:00:00,1.27858,1.2787,1.27749,1.27764,3563,0,1
162,2013.07.10,00:00:00,1.27766,1.27847,1.27647,1.27783,5982,0,1
163,2013.07.10,04:00:00,1.27784,1.28127,1.27739,1.28102,10998,0,1
164,2013.07.10,08:00:00,1.28104,1.2836,1.28059,1.28238,11781,0,1
165,2013.07.10,12:00:00,1.28234,1.28609,1.28104,1.28458,13946,0,1
166,2013.07.10,16:00:00,1.28462,1.29474,1.28401,1.28828,13191,0,1
167,2013.07.10,20:00:00,1.28826,1.32066,1.28821,1.31165,16957,0,1
168,2013.07.11,00:00:00,1.31164,1.31468,1.30687,1.31334,13604,0,1
169,2013.07.11,04:00:00,1.31343,1.3146,1.30207,1.303,16510,0,1
170,2013.07.11,08:00:00,1.30294,1.30774,1.30286,1.30595,12961,0,1
171,2013.07.11,12:00:00,1.30596,1.30691,1.3006,1.3046,19027,0,1
172,2013.07.11,16:00:00,1.3047,1.31222,1.30151,1.31012,10871,0,1
173,2013.07.11,20:00:00,1.31011,1.31037,1.30866,1.30866,5822,0,1
174,2013.07.12,00:00:00,1.30867,1.31001,1.30762,1.30827,6186,0,1
175,2013.07.12,04:00:00,1.30828,1.30855,1.30361,1.30387,7555,0,1
176,2013.07.12,08:00:00,1.30386,1.3062,1.30225,1.30249,11648,0,1
177,2013.07.12,12:00:00,1.30242,1.3064,1.29992,1.30466,15335,0,1
178,2013.07.12,16:00:00,1.30465,1.30904,1.30331,1.30684,7374,0,1
179,2013.07.12,20:00:00,1.30681,1.30727,1.30624,1.30651,1426,0,1
180,2013.07.15,00:00:00,1.30604,1.30763,1.30532,1.30681,4296,0,1
181,2013.07.15,04:00:00,1.3068,1.30788,1.30432,1.30548,6405,0,1
182,2013.07.15,08:00:00,1.30548,1.3058,1.29934,1.30036,11005,0,1
183,2013.07.15,12:00:00,1.3004,1.30579,1.30029,1.30385,14295,0,1
184,2013.07.15,16:00:00,1.30384,1.30773,1.30341,1.30692,6911,0,1
185,2013.07.15,20:00:00,1.30694,1.30694,1.30526,1.30581,4066,0,1
186,2013.07.16,00:00:00,1.30581,1.30756,1.30578,1.30694,5473,0,1
187,2013.07.16,04:00:00,1.30695,1.30986,1.30682,1.30717,7972,0,1
188,2013.07.16,08:00:00,1.30713,1.31306,1.30524,1.31149,13216,0,1
189,2013.07.16,12:00:00,1.31147,1.31544,1.30954,1.31443,15322,0,1
190,2013.07.16,16:00:00,1.31437,1.31742,1.31339,1.31669,7059,0,1
191,2013.07.16,20:00:00,1.31671,1.31682,1.31475,1.31477,4518,0,1
192,2013.07.17,00:00:00,1.31477,1.31506,1.31355,1.314,4426,0,1
193,2013.07.17,04:00:00,1.31399,1.31507,1.3122,1.31464,7170,0,1
194,2013.07.17,08:00:00,1.31462,1.31659,1.31242,1.31302,10763,0,1
195,2013.07.17,12:00:00,1.31303,1.31781,1.30831,1.30938,18389,0,1
196,2013.07.17,16:00:00,1.30938,1.31598,1.30904,1.31198,8883,0,1
197,2013.07.17,20:00:00,1.31207,1.31273,1.31116,1.31162,3418,0,1
198,2013.07.18,00:00:00,1.31162,1.31255,1.30934,1.30955,4625,0,1
199,2013.07.18,04:00:00,1.30955,1.3107,1.30904,1.30998,7180,0,1
200,2013.07.18,08:00:00,1.30998,1.31219,1.30956,1.3103,9277,0,1
201,2013.07.18,12:00:00,1.31031,1.31057,1.307,1.30766,13940,0,1
202,2013.07.18,16:00:00,1.30768,1.31203,1.30668,1.31112,6941,0,1
203,2013.07.18,20:00:00,1.31111,1.31148,1.31026,1.31083,4404,0,1
204,2013.07.19,00:00:00,1.31085,1.31502,1.30891,1.31358,7397,0,1
205,2013.07.19,04:00:00,1.31356,1.31477,1.31234,1.31265,6883,0,1
206,2013.07.19,08:00:00,1.31265,1.31359,1.30967,1.3125,10259,0,1
207,2013.07.19,12:00:00,1.31249,1.31505,1.3102,1.31404,11161,0,1
208,2013.07.19,16:00:00,1.31405,1.31539,1.31275,1.31431,4832,0,1
209,2013.07.19,20:00:00,1.31437,1.31454,1.31319,1.31408,1363,0,1
210,2013.07.22,00:00:00,1.3158,1.31692,1.31503,1.31554,5373,0,1
211,2013.07.22,04:00:00,1.31554,1.31642,1.3144,1.31573,6257,0,1
212,2013.07.22,08:00:00,1.31579,1.31915,1.31552,1.31686,9117,0,1
213,2013.07.22,12:00:00,1.31686,1.32179,1.316,1.31923,12590,0,1
214,2013.07.22,16:00:00,1.31918,1.32016,1.31824,1.31851,4308,0,1
215,2013.07.22,20:00:00,1.31853,1.31934,1.31827,1.31907,2971,0,1
216,2013.07.23,00:00:00,1.31906,1.32073,1.31863,1.31987,4865,0,1
217,2013.07.23,04:00:00,1.31987,1.3207,1.31793,1.31929,6906,0,1
218,2013.07.23,08:00:00,1.31934,1.31986,1.31634,1.31803,10057,0,1
219,2013.07.23,12:00:00,1.31803,1.323,1.31741,1.32111,11680,0,1
220,2013.07.23,16:00:00,1.32111,1.32386,1.32073,1.32232,6684,0,1
221,2013.07.23,20:00:00,1.32243,1.32271,1.32176,1.32211,2770,0,1
222,2013.07.24,00:00:00,1.3221,1.32259,1.31988,1.3209,5250,0,1
223,2013.07.24,04:00:00,1.32089,1.32544,1.31905,1.32429,8594,0,1
224,2013.07.24,08:00:00,1.32429,1.32501,1.32281,1.32501,9510,0,1
225,2013.07.24,12:00:00,1.32502,1.3256,1.32013,1.32274,13780,0,1
226,2013.07.24,16:00:00,1.32272,1.32272,1.31772,1.31974,8657,0,1
227,2013.07.24,20:00:00,1.31975,1.32044,1.31878,1.31902,3386,0,1
228,2013.07.25,00:00:00,1.31904,1.32091,1.31888,1.32051,3949,0,1
229,2013.07.25,04:00:00,1.3205,1.32303,1.32021,1.32276,6742,0,1
230,2013.07.25,08:00:00,1.32269,1.32375,1.31655,1.32143,11718,0,1
231,2013.07.25,12:00:00,1.32143,1.32398,1.31913,1.32334,14117,0,1
232,2013.07.25,16:00:00,1.32334,1.32895,1.32222,1.32848,8923,0,1
233,2013.07.25,20:00:00,1.32847,1.32956,1.3271,1.32734,4578,0,1
234,2013.07.26,00:00:00,1.32737,1.32887,1.32686,1.32816,5693,0,1
235,2013.07.26,04:00:00,1.3281,1.32909,1.32723,1.32869,6767,0,1
236,2013.07.26,08:00:00,1.32867,1.32968,1.32605,1.32654,9850,0,1
237,2013.07.26,12:00:00,1.32651,1.32944,1.32526,1.32682,12743,0,1
238,2013.07.26,16:00:00,1.32683,1.32898,1.32683,1.32817,6103,0,1
239,2013.07.26,20:00:00,1.32816,1.32821,1.32731,1.32765,1122,0,1
240,2013.07.29,00:00:00,1.32855,1.32928,1.32821,1.32833,4367,0,1
241,2013.07.29,04:00:00,1.32836,1.32863,1.3261,1.32689,7283,0,1
242,2013.07.29,08:00:00,1.32689,1.32949,1.32664,1.32741,9362,0,1
243,2013.07.29,12:00:00,1.32741,1.32746,1.32393,1.32616,12826,0,1
244,2013.07.29,16:00:00,1.32617,1.32719,1.32536,1.32656,4890,0,1
245,2013.07.29,20:00:00,1.32656,1.32686,1.32583,1.3263,2667,0,1
246,2013.07.30,00:00:00,1.3263,1.3263,1.32475,1.32534,5849,0,1
247,2013.07.30,04:00:00,1.32534,1.32714,1.32511,1.32707,7099,0,1
248,2013.07.30,08:00:00,1.32714,1.33009,1.3263,1.32897,9599,0,1
249,2013.07.30,12:00:00,1.32898,1.32952,1.32346,1.3266,12608,0,1
250,2013.07.30,16:00:00,1.32667,1.32707,1.32461,1.3262,4873,0,1
251,2013.07.30,20:00:00,1.32621,1.32663,1.32565,1.32656,2698,0,1
252,2013.07.31,00:00:00,1.32656,1.32679,1.32517,1.32552,4731,0,1
253,2013.07.31,04:00:00,1.32551,1.32852,1.32407,1.328,7406,0,1
254,2013.07.31,08:00:00,1.32804,1.33003,1.32492,1.32732,11297,0,1
255,2013.07.31,12:00:00,1.32731,1.32972,1.3214,1.3294,16074,0,1
256,2013.07.31,16:00:00,1.32936,1.33446,1.3265,1.33031,11993,0,1
257,2013.07.31,20:00:00,1.33033,1.33077,1.32902,1.33003,3999,0,1
258,2013.08.01,00:00:00,1.33006,1.33108,1.32713,1.32753,5424,0,1
259,2013.08.01,04:00:00,1.32752,1.32775,1.32361,1.32372,6742,0,1
260,2013.08.01,08:00:00,1.32371,1.32533,1.3227,1.32371,9250,0,1
261,2013.08.01,12:00:00,1.32332,1.32671,1.31943,1.32162,16599,0,1
262,2013.08.01,16:00:00,1.32166,1.32232,1.31981,1.32063,6590,0,1
263,2013.08.01,20:00:00,1.32063,1.32146,1.32035,1.32114,3801,0,1
264,2013.08.02,00:00:00,1.32114,1.32233,1.31895,1.32179,5064,0,1
265,2013.08.02,04:00:00,1.32175,1.32239,1.32026,1.32191,6966,0,1
266,2013.08.02,08:00:00,1.32192,1.32266,1.31992,1.32109,9106,0,1
267,2013.08.02,12:00:00,1.32113,1.32937,1.31877,1.32693,16912,0,1
268,2013.08.02,16:00:00,1.32693,1.32885,1.3265,1.32841,5535,0,1
269,2013.08.02,20:00:00,1.32841,1.32866,1.32781,1.32798,1271,0,1
270,2013.08.05,00:00:00,1.32769,1.32808,1.32632,1.32748,4743,0,1
271,2013.08.05,04:00:00,1.32751,1.33003,1.32645,1.32882,7454,0,1
272,2013.08.05,08:00:00,1.32885,1.32984,1.32559,1.32592,8596,0,1
273,2013.08.05,12:00:00,1.32592,1.3261,1.32327,1.32562,11430,0,1
274,2013.08.05,16:00:00,1.32562,1.32661,1.32492,1.32597,4994,0,1
275,2013.08.05,20:00:00,1.326,1.32643,1.32527,1.32574,2734,0,1
276,2013.08.06,00:00:00,1.32572,1.32712,1.32554,1.3262,4386,0,1
277,2013.08.06,04:00:00,1.3262,1.32658,1.3246,1.32592,6582,0,1
278,2013.08.06,08:00:00,1.32593,1.32952,1.32591,1.3276,9081,0,1
279,2013.08.06,12:00:00,1.3276,1.33229,1.32704,1.3294,13590,0,1
280,2013.08.06,16:00:00,1.32939,1.3314,1.32821,1.33075,5584,0,1
281,2013.08.06,20:00:00,1.33073,1.33156,1.33023,1.3307,3770,0,1
282,2013.08.07,00:00:00,1.3307,1.3307,1.32918,1.32967,4655,0,1
283,2013.08.07,04:00:00,1.32965,1.33119,1.32752,1.32808,7593,0,1
284,2013.08.07,08:00:00,1.32807,1.33245,1.32655,1.33056,13035,0,1
285,2013.08.07,12:00:00,1.33057,1.33342,1.32906,1.33272,12954,0,1
286,2013.08.07,16:00:00,1.33271,1.33423,1.33172,1.33381,6426,0,1
287,2013.08.07,20:00:00,1.33379,1.33452,1.3333,1.33405,3384,0,1
288,2013.08.08,00:00:00,1.33398,1.33398,1.33282,1.33359,5713,0,1
289,2013.08.08,04:00:00,1.33359,1.33691,1.33318,1.33453,9015,0,1
290,2013.08.08,08:00:00,1.33453,1.3364,1.33403,1.33595,7693,0,1
291,2013.08.08,12:00:00,1.336,1.33945,1.3352,1.33903,13297,0,1
292,2013.08.08,16:00:00,1.33903,1.34002,1.33795,1.33859,6172,0,1
293,2013.08.08,20:00:00,1.33859,1.33894,1.3376,1.33793,2761,0,1
294,2013.08.09,00:00:00,1.33789,1.33865,1.33756,1.33805,3702,0,1
295,2013.08.09,04:00:00,1.33804,1.33903,1.337,1.3375,5736,0,1
296,2013.08.09,08:00:00,1.33753,1.33902,1.3368,1.33704,8080,0,1
297,2013.08.09,12:00:00,1.33704,1.33783,1.33326,1.33379,11260,0,1
298,2013.08.09,16:00:00,1.33378,1.33475,1.33351,1.33447,4300,0,1
299,2013.08.09,20:00:00,1.33445,1.33457,1.33387,1.33387,986,0,1
300,2013.08.12,00:00:00,1.33382,1.33402,1.33177,1.33226,4635,0,1
301,2013.08.12,04:00:00,1.33232,1.33333,1.33026,1.33072,6541,0,1
302,2013.08.12,08:00:00,1.33072,1.33091,1.32873,1.32875,8416,0,1
303,2013.08.12,12:00:00,1.32875,1.33123,1.32772,1.33119,10278,0,1
304,2013.08.12,16:00:00,1.3312,1.33127,1.32901,1.33039,4451,0,1
305,2013.08.12,20:00:00,1.33039,1.33044,1.32892,1.32916,2788,0,1
306,2013.08.13,00:00:00,1.32915,1.3313,1.32903,1.33095,4550,0,1
307,2013.08.13,04:00:00,1.33096,1.33161,1.32842,1.32927,8055,0,1
308,2013.08.13,08:00:00,1.32927,1.33171,1.32813,1.3285,10313,0,1
309,2013.08.13,12:00:00,1.32849,1.3295,1.32335,1.32457,15345,0,1
310,2013.08.13,16:00:00,1.32456,1.32694,1.32443,1.32655,5606,0,1
311,2013.08.13,20:00:00,1.32655,1.32672,1.32576,1.3265,2278,0,1
312,2013.08.14,00:00:00,1.3265,1.32683,1.32533,1.32628,4100,0,1
313,2013.08.14,04:00:00,1.32628,1.32795,1.32548,1.32695,8520,0,1
314,2013.08.14,08:00:00,1.32694,1.3271,1.32388,1.32485,9650,0,1
315,2013.08.14,12:00:00,1.32485,1.32711,1.32406,1.32545,11838,0,1
316,2013.08.14,16:00:00,1.32544,1.32617,1.3247,1.32604,5315,0,1
317,2013.08.14,20:00:00,1.32604,1.32645,1.32538,1.32644,3161,0,1
318,2013.08.15,00:00:00,1.32645,1.33105,1.32599,1.32894,6945,0,1
319,2013.08.15,04:00:00,1.32894,1.32943,1.32785,1.32899,5974,0,1
320,2013.08.15,08:00:00,1.32901,1.32993,1.32814,1.32965,8755,0,1
321,2013.08.15,12:00:00,1.32965,1.3301,1.32058,1.32629,14992,0,1
322,2013.08.15,16:00:00,1.32623,1.33623,1.326,1.33551,4619,0,1
323,2013.08.15,20:00:00,1.33547,1.33592,1.33442,1.33503,2419,0,1
324,2013.08.16,00:00:00,1.33502,1.33559,1.33423,1.33458,2830,0,1
325,2013.08.16,04:00:00,1.33459,1.3352,1.33255,1.33436,7390,0,1
326,2013.08.16,08:00:00,1.33436,1.33465,1.33277,1.33414,7501,0,1
327,2013.08.16,12:00:00,1.33418,1.33798,1.3318,1.33204,14264,0,1
328,2013.08.16,16:00:00,1.33205,1.33409,1.33109,1.33334,6909,0,1
329,2013.08.16,20:00:00,1.33333,1.33365,1.33254,1.33279,1120,0,1
