,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
51,2013.08.13,129.183,130.467,129.122,130.167,72384,0,1
52,2013.08.14,130.172,130.659,129.668,129.7,66557,0,1
53,2013.08.15,129.7,130.723,129.423,129.603,83220,0,1
54,2013.08.16,129.603,130.429,129.575,129.979,62747,0,1
55,2013.08.19,130.183,131.034,129.853,130.145,64154,0,1
56,2013.08.20,130.142,130.793,129.286,130.61,75206,0,1
57,2013.08.21,130.611,131.01,130.286,130.478,74226,0,1
58,2013.08.22,130.48,132.075,130.415,132.051,69457,0,1
59,2013.08.23,132.054,132.422,131.875,132.057,60540,0,1
60,2013.08.26,132.149,132.309,131.363,131.479,46735,0,1
61,2013.08.27,131.48,131.583,129.656,129.737,74043,0,1
62,2013.08.28,129.735,130.551,129.714,130.335,69559,0,1
63,2013.08.29,130.335,130.531,129.985,130.134,70702,0,1
64,2013.08.30,130.138,130.337,129.303,129.696,62514,0,1
65,2013.09.02,129.934,131.442,129.9,131.325,54926,0,1
66,2013.09.03,131.318,131.476,130.645,131.127,63506,0,1
67,2013.09.04,131.125,131.814,130.812,131.64,56775,0,1
68,2013.09.05,131.64,132.147,131.029,131.344,60889,0,1
69,2013.09.06,131.344,131.355,129.909,130.572,55924,0,1
70,2013.09.09,131.727,132.226,130.981,132.182,54012,0,1
71,2013.09.10,132.186,133.3,131.918,133.062,58671,0,1
72,2013.09.11,133.071,133.367,132.773,132.86,60807,0,1
73,2013.09.12,132.862,132.995,131.731,132.412,61585,0,1
74,2013.09.13,132.408,132.643,131.659,132.085,50743,0,1
75,2013.09.16,132.256,132.366,131.872,132.145,49357,0,1
76,2013.09.17,132.145,132.641,132.109,132.428,48557,0,1
77,2013.09.18,132.42,132.847,131.862,132.779,60802,0,1
78,2013.09.19,132.779,134.943,132.576,134.516,66363,0,1
79,2013.09.20,134.516,134.734,134.161,134.269,50817,0,1
80,2013.09.23,134.376,134.383,133.089,133.257,48371,0,1
81,2013.09.24,133.258,133.999,132.698,133.015,56082,0,1
82,2013.09.25,133.014,133.554,132.686,133.056,53943,0,1
83,2013.09.26,133.051,133.932,132.885,133.41,59314,0,1
84,2013.09.27,133.41,133.533,132.623,132.788,51627,0,1
85,2013.09.30,131.979,133.228,131.639,133.038,60905,0,1
86,2013.10.01,133.041,133.479,132.321,132.443,66722,0,1
87,2013.10.02,132.439,132.57,131.421,132.303,64271,0,1
88,2013.10.03,132.301,133.205,132.132,132.486,63982,0,1
89,2013.10.04,132.484,132.687,131.77,132.134,52957,0,1
90,2013.10.07,131.989,131.99,131.143,131.316,54900,0,1
91,2013.10.08,131.316,132.034,131.231,131.795,54368,0,1
92,2013.10.09,131.797,132.178,131.244,131.809,58963,0,1
93,2013.10.10,131.808,132.961,131.738,132.88,57561,0,1
94,2013.10.11,132.878,133.594,132.872,133.455,49212,0,1
95,2013.10.14,133.277,133.825,133.143,133.715,34651,0,1
96,2013.10.15,133.707,133.727,132.63,133.285,56738,0,1
97,2013.10.16,133.285,133.804,132.963,133.803,56662,0,1
98,2013.10.17,133.803,134.042,133.33,133.953,57598,0,1
99,2013.10.18,133.953,134.181,133.611,133.704,42957,0,1
100,2013.10.21,134.013,134.369,133.881,134.258,40003,0,1
101,2013.10.22,134.261,135.503,134.202,135.215,43061,0,1
102,2013.10.23,135.213,135.276,133.603,134.24,55081,0,1
103,2013.10.24,134.243,134.788,133.89,134.417,52182,0,1
104,2013.10.25,134.416,134.523,133.885,134.41,49150,0,1
105,2013.10.28,134.764,134.93,134.289,134.357,42395,0,1
106,2013.10.29,134.357,135.172,134.263,134.879,52467,0,1
107,2013.10.30,134.882,135.449,134.765,135.185,50199,0,1
108,2013.10.31,135.188,135.245,133.195,133.238,56392,0,1
109,2013.11.01,133.236,133.414,132.603,132.972,47747,0,1
110,2013.11.04,133.228,133.351,132.863,133.229,32479,0,1
111,2013.11.05,133.229,133.233,132.37,132.701,50087,0,1
112,2013.11.06,132.7,133.725,132.548,133.321,44358,0,1
113,2013.11.07,133.327,133.526,131.227,131.647,63097,0,1
114,2013.11.08,131.645,132.542,131.305,132.367,51758,0,1
115,2013.11.11,132.305,133.148,132.207,133.07,40170,0,1
116,2013.11.12,133.068,134.008,133.052,133.838,58877,0,1
117,2013.11.13,133.834,133.938,133.226,133.89,58492,0,1
118,2013.11.14,133.888,134.845,133.885,134.804,62781,0,1
119,2013.11.15,134.806,135.311,134.486,135.176,46552,0,1
120,2013.11.18,135.156,135.333,134.746,134.896,50590,0,1
121,2013.11.19,134.896,135.94,134.606,135.754,58226,0,1
122,2013.11.20,135.745,135.75,134.108,134.756,61907,0,1
123,2013.11.21,134.754,136.549,134.672,136.358,63435,0,1
124,2013.11.22,136.358,137.33,136.016,137.294,47363,0,1
125,2013.11.25,137.392,137.983,137.1,137.34,43349,0,1
126,2013.11.26,137.341,137.674,137.172,137.462,40678,0,1
127,2013.11.27,137.462,138.832,137.435,138.421,50798,0,1
128,2013.11.28,138.421,139.393,138.368,139.354,44686,0,1
129,2013.11.29,139.351,139.703,138.966,139.162,51527,0,1
130,2013.12.02,139.236,139.701,139.031,139.324,53650,0,1
131,2013.12.03,139.322,140.021,138.703,139.446,64453,0,1
132,2013.12.04,139.449,139.602,138.427,139.027,70961,0,1
133,2013.12.05,139.028,139.565,138.459,139.243,68512,0,1
134,2013.12.06,139.246,141.043,139.094,141.007,53656,0,1
135,2013.12.09,141.32,142.025,140.992,141.891,52406,0,1
136,2013.12.10,141.893,142.166,141.275,141.516,55718,0,1
137,2013.12.11,141.517,141.623,140.914,141.39,57231,0,1
138,2013.12.12,141.39,142.524,141.222,142.344,62623,0,1
139,2013.12.13,142.344,142.822,141.418,141.735,53066,0,1
140,2013.12.16,141.827,142.119,141.217,141.73,54265,0,1
141,2013.12.17,141.731,141.95,140.98,141.455,48758,0,1
142,2013.12.18,141.452,142.897,141.391,142.393,63430,0,1
143,2013.12.19,142.39,142.573,141.858,142.26,57315,0,1
144,2013.12.20,142.257,142.737,142.1,142.261,46861,0,1
145,2013.12.23,142.465,142.752,142.096,142.696,34352,0,1
146,2013.12.24,142.697,142.877,142.452,142.602,27576,0,1
147,2013.12.26,143.395,143.894,143.289,143.813,26933,0,1
148,2013.12.27,143.808,145.684,143.699,144.549,50089,0,1
149,2013.12.30,144.876,145.165,144.551,144.944,42158,0,1
150,2013.12.31,144.943,145.137,144.41,145.128,29542,0,1
151,2014.01.01,144.78,145.125,144.735,144.901,14475,0,8
152,2014.01.02,144.901,145.007,142.84,143.197,70749,0,1
153,2014.01.03,143.191,143.269,141.961,142.426,52957,0,1
154,2014.01.06,142.284,142.775,141.498,142.204,61019,0,1
155,2014.01.07,142.204,142.609,141.941,142.486,56848,0,1
156,2014.01.08,142.489,143.161,142.12,142.233,60521,0,1
157,2014.01.09,142.235,143.033,142.038,142.757,55270,0,1
158,2014.01.10,142.761,143.048,142.056,142.348,49866,0,1
159,2014.01.13,142.093,142.107,140.496,141.119,60021,0,1
160,2014.01.14,141.118,142.626,141.088,142.32,57601,0,1
161,2014.01.15,142.317,142.589,141.795,142.468,54227,0,1
162,2014.01.16,142.464,142.907,141.707,142.131,51728,0,1
163,2014.01.17,142.13,142.159,140.973,141.211,44607,0,1
164,2014.01.20,140.543,141.462,140.319,141.462,41153,0,1
165,2014.01.21,141.461,141.855,141.035,141.41,52883,0,1
166,2014.01.22,141.41,141.923,141.055,141.764,54186,0,1
167,2014.01.23,141.765,142.412,141.029,141.56,70865,0,1
168,2014.01.24,141.553,141.768,139.756,139.894,69747,0,1
169,2014.01.27,140.071,140.693,139.679,140.443,68809,0,1
170,2014.01.28,140.442,141.252,140.172,140.837,61370,0,1
171,2014.01.29,140.833,141.247,139.046,139.561,70678,0,1
172,2014.01.30,139.561,139.946,138.89,139.388,64982,0,1
173,2014.01.31,139.388,139.5,137.466,137.499,62333,0,1
174,2014.02.03,137.934,138.102,136.361,136.864,70484,0,1
175,2014.02.04,136.864,137.539,136.225,137.248,69511,0,1
176,2014.02.05,137.214,137.578,136.546,137.463,84945,0,1
177,2014.02.06,137.463,138.822,136.75,138.63,77501,0,1
178,2014.02.07,138.632,139.603,138.165,139.517,70469,0,1
179,2014.02.10,139.572,139.788,139.168,139.661,50937,0,1
180,2014.02.11,139.661,140.3,139.276,139.714,52659,0,1
181,2014.02.12,139.714,139.963,138.673,139.345,56694,0,1
182,2014.02.13,139.347,140.06,138.874,139.844,61964,0,1
183,2014.02.14,139.844,139.974,138.986,139.374,52995,0,1
184,2014.02.17,139.05,140.006,139.025,139.935,42274,0,1
185,2014.02.18,139.937,141.032,139.491,140.807,60357,0,1
186,2014.02.19,140.807,140.869,139.999,140.442,55195,0,1
187,2014.02.20,140.444,140.663,139.194,140.545,62957,0,1
188,2014.02.21,140.545,141.263,140.312,140.812,48186,0,1
189,2014.02.24,141.007,141.036,140.341,140.801,54809,0,1
190,2014.02.25,140.801,140.964,140.128,140.452,53913,0,1
191,2014.02.26,140.451,140.784,139.651,140.102,57740,0,1
192,2014.02.27,140.101,140.219,138.788,139.72,61522,0,1
193,2014.02.28,139.721,141.115,139.116,140.45,62348,0,1
194,2014.03.03,139.584,139.877,139.149,139.443,56091,0,1
195,2014.03.04,139.441,140.575,139.377,140.411,53850,0,1
196,2014.03.05,140.419,140.779,140.188,140.666,53824,0,1
197,2014.03.06,140.666,142.992,140.644,142.781,59710,0,1
198,2014.03.07,142.778,143.788,142.535,143.26,78266,0,1
199,2014.03.10,143.174,143.615,142.849,143.242,92198,0,1
200,2014.03.11,143.241,143.438,142.384,142.577,102093,0,1
201,2014.03.12,142.577,142.98,142.235,142.884,107773,0,1
202,2014.03.13,142.884,143.379,140.71,141.078,155277,0,1
203,2014.03.14,141.076,141.506,140.445,141.005,127169,0,1
204,2014.03.17,140.97,141.978,140.891,141.859,105077,0,1
205,2014.03.18,141.857,141.933,140.738,141.272,115040,0,1
206,2014.03.19,141.272,141.922,141.062,141.42,120430,0,1
207,2014.03.20,141.42,141.726,140.817,140.997,112314,0,1
208,2014.03.21,140.996,141.292,140.437,141.069,74714,0,1
209,2014.03.24,141.157,141.886,140.721,141.365,99048,0,1
210,2014.03.25,141.364,141.593,140.692,141.441,102178,0,1
211,2014.03.26,141.44,141.453,140.27,140.498,98933,0,1
212,2014.03.27,140.501,141.035,140.178,140.289,114552,0,1
213,2014.03.28,140.29,141.644,139.96,141.375,88254,0,1
214,2014.03.31,141.498,142.602,141.317,142.167,108219,0,1
215,2014.04.01,142.168,143.063,142.004,142.957,89146,0,1
216,2014.04.02,142.949,143.474,142.722,142.993,86617,0,1
217,2014.04.03,142.986,143.442,142.297,142.575,96250,0,1
218,2014.04.04,142.568,142.599,141.378,141.498,102984,0,1
219,2014.04.07,141.587,141.892,141.119,141.637,72353,0,1
220,2014.04.08,141.639,141.641,140.08,140.622,139911,0,1
221,2014.04.09,140.621,141.494,140.451,141.464,129213,0,1
222,2014.04.10,141.469,141.552,140.597,140.797,81747,0,1
223,2014.04.11,140.798,141.556,140.643,141.103,75871,0,1
224,2014.04.14,140.486,140.922,140.432,140.8,67998,0,1
225,2014.04.15,140.8,140.902,140.23,140.698,74948,0,1
226,2014.04.16,140.699,141.765,140.679,141.29,64200,0,1
227,2014.04.17,141.294,141.624,140.985,141.495,54104,0,1
228,2014.04.18,141.497,141.652,141.369,141.403,16109,0,1
229,2014.04.21,141.688,141.82,141.404,141.619,28720,0,1
230,2014.04.22,141.613,141.771,141.211,141.697,49647,0,1
231,2014.04.23,141.699,141.996,141.183,141.616,55551,0,1
232,2014.04.24,141.613,141.79,141.046,141.496,60993,0,1
233,2014.04.25,141.475,141.746,141.033,141.345,51763,0,1
234,2014.04.28,141.299,142.145,140.989,142.014,60661,0,1
235,2014.04.29,142.013,142.473,141.585,141.666,52537,0,1
236,2014.04.30,141.67,142.135,141.125,141.768,67546,0,1
237,2014.05.01,141.769,142.011,141.679,141.855,38848,0,1
238,2014.05.02,141.854,142.402,141.646,141.717,66945,0,1
239,2014.05.05,141.778,141.799,141.285,141.717,37548,0,1
240,2014.05.06,141.718,142.09,141.356,141.693,64532,0,1
241,2014.05.07,141.703,142.005,141.151,141.704,97666,0,1
242,2014.05.08,141.698,142.366,140.528,140.627,90222,0,1
243,2014.05.09,140.632,140.804,139.885,140.133,63037,0,1
244,2014.05.12,140.191,140.631,140.132,140.56,52263,0,1
245,2014.05.13,140.559,140.944,139.987,140.136,69926,0,1
246,2014.05.14,140.125,140.273,139.459,139.616,56461,0,1
247,2014.05.15,139.611,139.861,138.972,139.208,63799,0,1
248,2014.05.16,139.209,139.436,138.776,138.993,60153,0,1
249,2014.05.19,139.131,139.262,138.613,139.133,61989,0,3
250,2014.05.20,139.134,139.305,138.54,138.771,59709,0,3
251,2014.05.21,138.769,138.925,138.14,138.773,70870,0,1
252,2014.05.22,138.774,139.121,138.639,138.958,61873,0,1
253,2014.05.23,138.956,139.057,138.593,138.953,56390,0,1
254,2014.05.26,138.965,139.129,138.724,139.123,27650,0,2
255,2014.05.27,139.115,139.359,138.813,139.038,43883,0,5
256,2014.05.28,139.042,139.047,138.251,138.251,43329,0,5
257,2014.05.29,138.256,138.512,137.972,138.368,44488,0,5
258,2014.05.30,138.369,138.869,138.079,138.734,41880,0,4
259,2014.06.02,138.842,139.321,138.684,139.281,54805,0,1
260,2014.06.03,139.279,139.773,139.101,139.701,56242,0,1
261,2014.06.04,139.7,139.956,139.55,139.659,59933,0,1
262,2014.06.05,139.659,139.985,138.674,139.913,68648,0,1
263,2014.06.06,139.913,139.94,139.273,139.793,56246,0,1
264,2014.06.09,140.064,140.079,139.264,139.301,48649,0,1
265,2014.06.10,139.303,139.309,138.45,138.516,59830,0,1
266,2014.06.11,138.516,138.594,137.872,138.062,58354,0,1
267,2014.06.12,138.062,138.336,137.716,137.824,59664,0,1
268,2014.06.13,137.828,138.548,137.825,138.164,52209,0,2
269,2014.06.16,138.029,138.315,137.702,138.308,50660,0,1
270,2014.06.17,138.309,138.537,138.211,138.43,48869,0,1
271,2014.06.18,138.433,138.742,138.341,138.491,54448,0,1
272,2014.06.19,138.491,138.888,138.424,138.707,55880,0,1
273,2014.06.20,138.706,138.892,138.538,138.814,44447,0,1
274,2014.06.23,138.747,138.802,138.28,138.561,46189,0,1
275,2014.06.24,138.56,138.924,138.454,138.673,48775,0,1
276,2014.06.25,138.67,138.899,138.562,138.763,45293,0,1
277,2014.06.26,138.763,138.809,137.919,138.35,50839,0,1
278,2014.06.27,138.349,138.485,137.981,138.396,48768,0,1
279,2014.06.30,138.389,138.751,138.102,138.697,47306,0,1
280,2014.07.01,138.697,139.126,138.672,138.914,51340,0,14
281,2014.07.02,138.915,139.057,138.538,139.024,48735,0,14
282,2014.07.03,139.022,139.27,138.954,139.084,58922,0,1
283,2014.07.04,139.08,139.081,138.581,138.748,36295,0,4
284,2014.07.07,138.757,138.811,138.437,138.531,51467,0,4
285,2014.07.08,138.53,138.546,138.109,138.163,55309,0,4
286,2014.07.09,138.162,138.761,138.157,138.515,54147,0,1
287,2014.07.10,138.52,138.581,137.494,137.81,63152,0,4
288,2014.07.11,137.81,138.045,137.671,137.885,85927,0,4
289,2014.07.14,137.879,138.449,137.825,138.307,100465,0,4
290,2014.07.15,138.308,138.425,137.887,137.967,104970,0,1
291,2014.07.16,137.971,138.086,137.461,137.5,42322,0,1
292,2014.07.17,137.486,137.539,136.705,136.841,48822,0,1
293,2014.07.18,136.808,137.287,136.768,137.079,41047,0,1
294,2014.07.21,137.128,137.168,136.881,137.149,43186,0,7
295,2014.07.22,137.14,137.336,136.578,136.663,62872,0,1
296,2014.07.23,136.66,136.757,136.406,136.652,54597,0,5
297,2014.07.24,136.66,137.189,136.362,137.024,62718,0,2
298,2014.07.25,137.025,137.246,136.625,136.625,67282,0,6
299,2014.07.28,136.639,136.912,136.635,136.829,64212,0,6
300,2014.07.29,136.831,137.102,136.752,136.871,78119,0,6
301,2014.07.30,136.881,137.851,136.83,137.751,72701,0,2
302,2014.07.31,137.752,137.845,137.508,137.599,60926,0,2
303,2014.08.01,137.598,137.999,137.562,137.675,60073,0,3
304,2014.08.04,137.726,137.906,137.42,137.629,59764,0,10
305,2014.08.05,137.627,137.718,137.07,137.178,62921,0,10
306,2014.08.06,137.178,137.193,136.152,136.66,66519,0,10
307,2014.08.07,136.659,137.117,136.262,136.414,64394,0,10
308,2014.08.08,136.414,136.941,135.722,136.831,77043,0,10
309,2014.08.11,136.929,136.934,136.592,136.791,41918,0,10
310,2014.08.12,136.791,136.884,136.362,136.695,45873,0,10
311,2014.08.13,136.695,137.175,136.609,136.885,50999,0,10
312,2014.08.14,136.883,137.24,136.79,136.961,50270,0,10
313,2014.08.15,136.961,137.613,136.765,137.1,56033,0,10
314,2014.08.18,137.122,137.259,136.899,137.106,37850,0,10
315,2014.08.19,137.105,137.153,136.809,137.119,46959,0,10
316,2014.08.20,137.121,137.661,137.01,137.5,63652,0,10
317,2014.08.21,137.5,137.944,137.472,137.896,53020,0,10
318,2014.08.22,137.898,137.998,137.309,137.605,57761,0,7
319,2014.08.25,137.515,137.667,137.088,137.227,43608,0,6
320,2014.08.26,137.227,137.412,137.006,137.081,56136,0,10
321,2014.08.27,137.081,137.293,136.739,137.028,57230,0,10
322,2014.08.28,137.028,137.213,136.414,136.745,65660,0,4
323,2014.08.29,136.743,137.183,136.579,136.683,58531,0,4
324,2014.09.01,136.734,137.042,136.658,137.021,33391,0,10
325,2014.09.02,137.022,138.253,136.991,138.186,63455,0,10
326,2014.09.03,138.186,138.279,137.683,137.909,66207,0,1
327,2014.09.04,137.912,138.014,135.965,136.526,87373,0,1
328,2014.09.05,136.526,136.53,135.815,136.114,81131,0,1
329,2014.09.08,136.23,136.995,135.887,136.811,98893,0,1
330,2014.09.09,136.811,137.506,136.622,137.332,113142,0,1
331,2014.09.10,137.333,138.173,137.312,138.0,92460,0,1
332,2014.09.11,138.0,138.519,137.731,138.429,86629,0,1
333,2014.09.12,138.429,139.196,138.352,139.179,97952,0,1
334,2014.09.15,139.097,139.108,138.469,138.634,84172,0,1
335,2014.09.16,138.634,138.971,138.524,138.845,95138,0,1
336,2014.09.17,138.844,139.637,138.792,139.47,85583,0,1
337,2014.09.18,139.471,140.597,139.343,140.584,82028,0,1
338,2014.09.19,140.584,141.223,139.683,139.874,87543,0,1
339,2014.09.22,139.893,140.206,139.634,139.741,142881,0,1
340,2014.09.23,139.739,140.218,139.271,139.484,80071,0,1
341,2014.09.24,139.481,139.765,139.002,139.685,82895,0,1
342,2014.09.25,139.685,139.702,138.424,138.556,98057,0,1
343,2014.09.26,138.557,139.088,138.385,138.612,83876,0,1
344,2014.09.29,138.672,139.134,138.604,138.837,87238,0,1
345,2014.09.30,138.835,138.916,137.945,138.485,96748,0,1
346,2014.10.01,138.483,138.803,137.382,137.589,105577,0,1
347,2014.10.02,137.589,137.713,136.872,137.467,117343,0,1
348,2014.10.03,137.467,137.882,137.113,137.361,83253,0,1
349,2014.10.06,137.4,137.773,137.048,137.654,80771,0,1
350,2014.10.07,137.654,137.765,136.561,136.87,115233,0,1
351,2014.10.08,136.868,137.94,136.686,137.797,114161,0,1
352,2014.10.09,137.799,137.841,136.648,136.82,122204,0,1
353,2014.10.10,136.822,137.076,135.838,135.935,102094,0,1
354,2014.10.13,135.674,136.384,135.55,136.2,101661,0,1
355,2014.10.14,136.2,136.548,135.037,135.665,116094,0,1
356,2014.10.15,135.667,136.066,135.136,135.907,150812,0,1
357,2014.10.16,135.908,136.414,134.143,136.286,147636,0,1
358,2014.10.17,136.286,136.714,135.756,136.377,94127,0,1
359,2014.10.20,136.6,137.008,136.269,136.764,93449,0,12
360,2014.10.21,136.766,136.788,135.686,136.047,103238,0,12
361,2014.10.22,136.045,136.198,135.429,135.452,94214,0,12
362,2014.10.23,135.454,136.999,135.202,136.816,98108,0,9
363,2014.10.24,136.815,137.069,136.487,137.016,87772,0,7
364,2014.10.27,136.997,137.247,136.582,137.176,93346,0,8
365,2014.10.28,137.178,137.792,136.901,137.742,85116,0,1
366,2014.10.29,137.743,138.023,137.402,137.569,93150,0,13
367,2014.10.30,137.569,138.057,137.038,137.765,118988,0,8
368,2014.10.31,137.765,140.786,137.714,140.664,140346,0,13
369,2014.11.03,140.589,142.553,140.397,142.06,123287,0,13
370,2014.11.04,142.055,142.79,141.695,142.672,127020,0,12
371,2014.11.05,142.671,143.442,142.539,143.0,137675,0,12
372,2014.11.06,142.996,144.214,142.183,142.53,158145,0,1
373,2014.11.07,142.531,143.051,142.249,142.734,128198,0,12
374,2014.11.10,142.447,142.876,142.086,142.649,106934,0,12
375,2014.11.11,142.652,144.692,142.583,144.252,125239,0,3
376,2014.11.12,144.252,144.422,143.345,143.689,139944,0,12
377,2014.11.13,143.693,144.828,143.601,144.724,132530,0,1
378,2014.11.14,144.724,145.838,144.297,145.587,112172,0,1
379,2014.11.17,145.801,145.801,144.785,145.286,114103,0,1
380,2014.11.18,145.29,146.788,145.212,146.492,88552,0,1
381,2014.11.19,146.492,148.37,146.363,148.127,74988,0,1
382,2014.11.20,148.127,149.13,147.878,148.194,102204,0,13
383,2014.11.21,148.188,148.204,145.674,145.947,83761,0,4
384,2014.11.24,145.72,147.384,145.583,147.28,56733,22288099000,4
385,2014.11.25,147.281,147.282,146.292,147.009,82758,162500000,4
386,2014.11.26,147.009,147.41,146.494,147.08,82848,20500000,3
387,2014.11.27,147.082,147.166,146.417,146.862,46274,0,4
388,2014.11.28,146.868,147.969,146.817,147.634,78221,0,13
389,2014.12.01,147.799,148.151,147.084,147.538,95729,0,13
390,2014.12.02,147.539,148.187,147.453,147.645,75124,0,4
391,2014.12.03,147.636,147.91,147.029,147.594,62570,0,4
392,2014.12.04,147.59,148.946,147.29,148.377,67769,0,4
393,2014.12.05,148.369,149.51,148.295,149.226,61594,0,1
394,2014.12.08,149.501,149.547,148.189,148.565,75828,82504876000,1
395,2014.12.09,148.565,148.873,146.8,147.847,109061,60905592000,1
396,2014.12.10,147.847,148.244,146.419,146.755,104034,56149396000,1
397,2014.12.11,146.757,148.054,146.65,147.472,81895,87625816000,1
398,2014.12.12,147.471,148.176,146.949,147.985,81472,67887709000,1
399,2014.12.15,147.273,148.239,146.264,146.495,79033,83085361000,1
400,2014.12.16,146.499,147.021,144.959,145.9,93579,91986719000,1
401,2014.12.17,145.895,146.761,145.212,146.513,89667,94581073000,1
402,2014.12.18,146.515,146.584,145.598,146.162,76660,81093597000,1
403,2014.12.19,146.164,146.739,145.904,145.937,74215,74593673000,1
404,2014.12.22,146.118,147.121,145.949,146.858,229450,261389627000,1
405,2014.12.23,146.858,147.131,146.686,146.919,196577,223573478000,1
406,2014.12.24,146.921,147.137,146.443,146.833,154828,178674020000,1
407,2014.12.26,146.786,146.859,146.475,146.496,102093,92456550000,2
408,2014.12.29,146.533,147.217,146.504,146.614,89811,98768136000,1
409,2014.12.30,146.616,146.736,144.766,145.287,66254,63203010000,1
410,2014.12.31,145.285,145.573,144.817,144.996,41879,41747880000,1
411,2015.01.02,145.134,145.312,144.126,144.597,74722,0,13
412,2015.01.05,143.829,144.152,142.275,142.553,135579,0,13
413,2015.01.06,142.554,142.671,140.559,140.869,149537,0,13
414,2015.01.07,140.87,141.659,140.787,141.147,143529,0,13
415,2015.01.08,141.147,141.716,140.702,141.257,130707,0,13
416,2015.01.09,141.258,141.356,140.18,140.274,132414,0,13
417,2015.01.12,140.334,140.87,139.749,140.007,126694,0,13
418,2015.01.13,140.009,140.498,138.312,138.738,151525,0,13
419,2015.01.14,138.74,138.86,136.996,138.377,159217,0,13
420,2015.01.15,138.377,138.782,134.695,135.134,171330,0,13
421,2015.01.16,135.136,136.171,134.796,135.887,152653,0,13
422,2015.01.19,135.952,136.814,135.129,136.504,75480,0,8
423,2015.01.20,136.51,137.626,136.486,136.988,71730,0,8
424,2015.01.21,136.985,137.101,135.797,136.866,81877,0,14
425,2015.01.22,136.867,137.297,134.21,134.689,86784,0,13
426,2015.01.23,134.69,134.843,130.916,131.924,87952,0,13
427,2015.01.26,130.823,133.7,130.737,133.326,74663,0,13
428,2015.01.27,133.324,134.206,132.488,133.888,90102,19513555000,1
429,2015.01.28,133.879,134.353,132.381,132.665,101209,0,1
430,2015.01.29,132.665,134.171,132.545,134.042,80667,26000000,10
