,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
0,2013.06.03,00:00:00,0.76321,0.76338,0.7599,0.76247,5027,0,12
1,2013.06.03,04:00:00,0.76241,0.76284,0.7607,0.76157,5589,0,16
2,2013.06.03,08:00:00,0.76158,0.76581,0.76055,0.76508,5888,0,11
3,2013.06.03,12:00:00,0.76513,0.76973,0.76112,0.76449,12231,0,7
4,2013.06.03,16:00:00,0.76446,0.76668,0.76392,0.76572,6168,0,7
5,2013.06.03,20:00:00,0.76572,0.76788,0.7649,0.76638,4534,0,18
6,2013.06.04,00:00:00,0.76641,0.7669,0.76252,0.76345,4173,0,18
7,2013.06.04,04:00:00,0.76348,0.76538,0.76126,0.7615,7206,0,13
8,2013.06.04,08:00:00,0.76146,0.76223,0.75941,0.76058,6413,0,9
9,2013.06.04,12:00:00,0.76061,0.76218,0.75687,0.7578,9922,0,12
10,2013.06.04,16:00:00,0.75783,0.75862,0.75568,0.75824,4062,0,18
11,2013.06.04,20:00:00,0.75818,0.76084,0.75762,0.75983,2844,0,19
12,2013.06.05,00:00:00,0.75979,0.76279,0.7592,0.76239,6033,0,10
13,2013.06.05,04:00:00,0.76236,0.76281,0.75663,0.75832,7592,0,14
14,2013.06.05,08:00:00,0.75834,0.75943,0.75604,0.75762,6570,0,10
15,2013.06.05,12:00:00,0.75763,0.75787,0.74753,0.74836,15146,0,8
16,2013.06.05,16:00:00,0.74841,0.74962,0.74527,0.74932,5234,0,7
17,2013.06.05,20:00:00,0.74932,0.75198,0.74906,0.74909,4678,0,19
18,2013.06.06,00:00:00,0.74907,0.74952,0.74674,0.74677,6738,0,122
19,2013.06.06,04:00:00,0.74678,0.7477,0.74324,0.74768,7481,0,62
20,2013.06.06,08:00:00,0.74771,0.74972,0.74687,0.74909,8607,0,62
21,2013.06.06,12:00:00,0.74911,0.74997,0.74299,0.74488,13789,0,62
22,2013.06.06,16:00:00,0.74487,0.74787,0.74351,0.74617,17225,0,62
23,2013.06.06,20:00:00,0.74619,0.74682,0.74143,0.74232,7631,0,122
24,2013.06.07,00:00:00,0.74226,0.74341,0.73623,0.73967,8890,0,122
25,2013.06.07,04:00:00,0.73966,0.74104,0.73674,0.7405,11064,0,62
26,2013.06.07,08:00:00,0.74048,0.74248,0.73564,0.73683,9918,0,62
27,2013.06.07,12:00:00,0.73686,0.74174,0.73387,0.73885,16897,0,62
28,2013.06.07,16:00:00,0.73881,0.73899,0.7349,0.73643,7986,0,62
29,2013.06.07,20:00:00,0.73646,0.73877,0.73641,0.73687,3254,0,122
30,2013.06.10,00:00:00,0.73399,0.73605,0.73287,0.73349,5405,0,122
31,2013.06.10,04:00:00,0.73348,0.73677,0.73341,0.7362,5281,0,62
32,2013.06.10,08:00:00,0.73622,0.73939,0.73566,0.73856,8635,0,62
33,2013.06.10,12:00:00,0.73857,0.74222,0.73788,0.74138,12538,0,62
34,2013.06.10,16:00:00,0.74141,0.7415,0.73582,0.7371,9995,0,62
35,2013.06.10,20:00:00,0.73709,0.73803,0.73606,0.73688,4555,0,122
36,2013.06.11,00:00:00,0.7369,0.73695,0.7338,0.73511,6653,0,122
37,2013.06.11,04:00:00,0.73512,0.73598,0.73329,0.73364,7980,0,62
38,2013.06.11,08:00:00,0.73362,0.73363,0.72004,0.72085,12747,0,62
39,2013.06.11,12:00:00,0.72082,0.72821,0.71925,0.72805,14996,0,62
40,2013.06.11,16:00:00,0.72803,0.73158,0.72531,0.7282,9486,0,62
41,2013.06.11,20:00:00,0.72818,0.73074,0.72657,0.72925,6621,0,122
42,2013.06.12,00:00:00,0.72919,0.73245,0.72885,0.72955,5979,0,122
43,2013.06.12,04:00:00,0.72954,0.73168,0.7272,0.73141,6215,0,62
44,2013.06.12,08:00:00,0.7314,0.74056,0.73051,0.73972,10524,0,62
