,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
258,2014.05.30,0.76191,0.76437,0.75813,0.76018,32779,0,15
259,2014.06.02,0.76003,0.76096,0.75785,0.75845,16449,0,4
260,2014.06.03,0.75852,0.76154,0.75458,0.75635,15624,0,11
261,2014.06.04,0.75639,0.7574,0.7523,0.75541,16196,0,4
262,2014.06.05,0.75539,0.76292,0.75397,0.75645,21642,0,6
263,2014.06.06,0.75639,0.76246,0.75462,0.759,17631,0,10
264,2014.06.09,0.75934,0.76297,0.75934,0.76185,12298,0,15
265,2014.06.10,0.76188,0.7674,0.76188,0.76707,13739,0,12
266,2014.06.11,0.76704,0.77622,0.76612,0.774,17056,0,1
267,2014.06.12,0.774,0.78195,0.77398,0.77909,28525,0,10
268,2014.06.13,0.77912,0.7807,0.77535,0.77758,30584,0,5
269,2014.06.16,0.77968,0.78221,0.77779,0.7778,14176,0,2
270,2014.06.17,0.77776,0.77937,0.7767,0.77862,13668,0,11
271,2014.06.18,0.7786,0.78294,0.77745,0.7812,16432,0,5
272,2014.06.19,0.78117,0.78142,0.77737,0.77837,15096,0,18
273,2014.06.20,0.77839,0.77955,0.77761,0.77795,11028,0,14
274,2014.06.23,0.77953,0.78323,0.77841,0.77873,12218,0,2
275,2014.06.24,0.77874,0.78068,0.77438,0.77465,14321,0,5
276,2014.06.25,0.7746,0.7803,0.7743,0.77976,13401,0,9
277,2014.06.26,0.77979,0.78564,0.77979,0.78365,14346,0,11
278,2014.06.27,0.78362,0.78428,0.7805,0.78145,10675,0,11
279,2014.06.30,0.7817,0.7824,0.77536,0.77699,18608,0,18
280,2014.07.01,0.77698,0.7793,0.77549,0.77739,31352,0,30
281,2014.07.02,0.77738,0.7799,0.77661,0.77912,28570,0,30
282,2014.07.03,0.77913,0.78291,0.7776,0.78117,31622,0,3
283,2014.07.04,0.78115,0.78284,0.78014,0.78098,20614,0,3
284,2014.07.07,0.78145,0.78355,0.78016,0.78133,28847,0,3
285,2014.07.08,0.78131,0.78746,0.78131,0.78475,30003,0,3
286,2014.07.09,0.78474,0.78684,0.7841,0.78605,30160,0,3
287,2014.07.10,0.78608,0.78778,0.78407,0.78639,31042,0,3
288,2014.07.11,0.78638,0.78777,0.78552,0.78575,33144,0,3
289,2014.07.14,0.78634,0.78763,0.78424,0.78557,32514,0,8
290,2014.07.15,0.78558,0.78673,0.78076,0.78147,33837,0,4
291,2014.07.16,0.78144,0.78333,0.77893,0.78244,16209,0,5
292,2014.07.17,0.78288,0.783,0.77643,0.778,18529,0,13
293,2014.07.18,0.77796,0.78072,0.77666,0.78059,14178,0,10
294,2014.07.21,0.78145,0.78241,0.7791,0.7794,23898,0,25
295,2014.07.22,0.77937,0.7831,0.77781,0.78214,28659,0,1
296,2014.07.23,0.78206,0.78558,0.7758,0.77691,23072,0,10
297,2014.07.24,0.77672,0.77833,0.77251,0.77429,26214,0,14
298,2014.07.25,0.77432,0.77483,0.7714,0.77398,20699,0,11
299,2014.07.28,0.77369,0.77389,0.77165,0.77276,14179,0,15
300,2014.07.29,0.77276,0.77353,0.76896,0.77136,22814,0,13
301,2014.07.30,0.77128,0.77274,0.76822,0.77121,30370,0,13
302,2014.07.31,0.77112,0.77392,0.76969,0.7726,32542,0,12
303,2014.08.01,0.77257,0.77336,0.76653,0.76831,34902,0,12
304,2014.08.04,0.77089,0.77324,0.76992,0.77255,25485,0,22
305,2014.08.05,0.77256,0.77528,0.76633,0.76736,43996,0,22
306,2014.08.06,0.76733,0.77101,0.76613,0.76892,42574,0,22
307,2014.08.07,0.76892,0.77175,0.76725,0.76829,42364,0,22
308,2014.08.08,0.76831,0.76905,0.76533,0.76569,39403,0,22
309,2014.08.11,0.76653,0.7678,0.76604,0.76657,22733,0,22
310,2014.08.12,0.76654,0.76715,0.76334,0.76456,29260,0,22
311,2014.08.13,0.76458,0.77029,0.7641,0.76925,33926,0,22
