,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
0,2013.06.03,00:00:00,80.145,80.204,79.913,80.195,10700,0,14
1,2013.06.03,04:00:00,80.199,80.216,79.774,79.832,11778,0,11
2,2013.06.03,08:00:00,79.83,80.292,79.728,80.146,12617,0,11
3,2013.06.03,12:00:00,80.156,80.388,79.631,80.304,18435,0,11
4,2013.06.03,16:00:00,80.305,80.494,80.136,80.419,11749,0,11
5,2013.06.03,20:00:00,80.417,80.755,80.357,80.647,8226,0,11
6,2013.06.04,00:00:00,80.644,80.728,80.08,80.2,10711,0,11
7,2013.06.04,04:00:00,80.198,80.623,80.153,80.414,14059,0,11
8,2013.06.04,08:00:00,80.41,80.555,80.22,80.471,11999,0,11
9,2013.06.04,12:00:00,80.472,80.618,79.968,80.025,16004,0,11
10,2013.06.04,16:00:00,80.025,80.188,79.7,80.092,9317,0,11
11,2013.06.04,20:00:00,80.09,80.486,80.014,80.339,5927,0,11
12,2013.06.05,00:00:00,80.339,80.74,80.18,80.48,12810,0,11
13,2013.06.05,04:00:00,80.482,80.531,79.52,79.846,16759,0,11
14,2013.06.05,08:00:00,79.848,79.96,79.388,79.62,12215,0,12
15,2013.06.05,12:00:00,79.62,79.746,78.629,78.757,19353,0,11
16,2013.06.05,16:00:00,78.76,78.938,78.516,78.829,10598,0,11
17,2013.06.05,20:00:00,78.837,79.148,78.832,78.87,7633,0,12
18,2013.06.06,00:00:00,78.868,78.898,78.544,78.574,12037,0,74
19,2013.06.06,04:00:00,78.573,78.813,78.29,78.812,14561,0,38
20,2013.06.06,08:00:00,78.811,79.077,78.661,78.8,12248,0,38
21,2013.06.06,12:00:00,78.798,78.898,78.308,78.385,19744,0,38
22,2013.06.06,16:00:00,78.383,78.663,77.344,78.053,23524,0,38
23,2013.06.06,20:00:00,78.048,78.059,77.613,77.688,12526,0,74
24,2013.06.07,00:00:00,77.674,77.896,76.531,77.029,17231,0,74
25,2013.06.07,04:00:00,77.03,77.416,76.141,77.194,24640,0,38
26,2013.06.07,08:00:00,77.196,77.389,75.935,76.054,19369,0,38
27,2013.06.07,12:00:00,76.054,77.297,75.752,76.942,25553,0,38
28,2013.06.07,16:00:00,76.94,77.035,76.251,76.763,16089,0,38
29,2013.06.07,20:00:00,76.764,77.015,76.647,76.817,4520,0,74
30,2013.06.10,00:00:00,76.979,77.249,76.746,76.777,12009,0,74
31,2013.06.10,04:00:00,76.779,77.364,76.779,77.173,11979,0,38
32,2013.06.10,08:00:00,77.173,77.88,77.09,77.834,13168,0,38
33,2013.06.10,12:00:00,77.834,78.347,77.789,78.262,18944,0,38
34,2013.06.10,16:00:00,78.267,78.389,77.762,78.028,16653,0,38
35,2013.06.10,20:00:00,78.03,78.23,77.86,78.041,7700,0,74
36,2013.06.11,00:00:00,78.04,78.062,77.244,77.459,12429,0,74
37,2013.06.11,04:00:00,77.461,77.608,77.216,77.37,16649,0,38
38,2013.06.11,08:00:00,77.369,77.369,75.143,75.348,20569,0,38
39,2013.06.11,12:00:00,75.349,76.105,75.23,76.043,22019,0,38
40,2013.06.11,16:00:00,76.046,76.474,75.082,75.754,19090,0,38
41,2013.06.11,20:00:00,75.747,76.007,75.313,75.85,12507,0,74
42,2013.06.12,00:00:00,75.844,76.338,75.78,76.109,12849,0,74
43,2013.06.12,04:00:00,76.11,76.303,75.916,76.292,14096,0,38
44,2013.06.12,08:00:00,76.29,77.192,76.29,77.09,16688,0,38
45,2013.06.12,12:00:00,77.091,77.484,75.984,76.217,19664,0,38
46,2013.06.12,16:00:00,76.219,76.79,75.871,76.272,19341,0,38
47,2013.06.12,20:00:00,76.268,76.733,76.026,76.284,11813,0,74
48,2013.06.13,00:00:00,76.283,76.288,74.7,75.077,17203,0,74
49,2013.06.13,04:00:00,75.078,75.179,74.439,74.674,20159,0,38
50,2013.06.13,08:00:00,74.665,75.669,74.457,75.54,18648,0,38
51,2013.06.13,12:00:00,75.541,75.798,74.859,75.51,21547,0,38
52,2013.06.13,16:00:00,75.51,76.317,75.401,76.242,17488,0,38
53,2013.06.13,20:00:00,76.243,77.526,76.219,77.185,13720,0,11
