,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
115,2013.11.11,81.945,82.064,81.616,81.875,28048,0,3
116,2013.11.12,81.873,82.125,81.441,81.837,45089,0,1
117,2013.11.13,81.836,82.857,81.653,82.62,39876,0,1
118,2013.11.14,82.615,82.933,82.313,82.865,44362,0,4
119,2013.11.15,82.867,83.601,82.851,83.474,28836,0,7
120,2013.11.18,83.579,84.085,82.995,83.142,33692,0,1
121,2013.11.19,83.142,83.988,82.837,83.687,37553,0,9
122,2013.11.20,83.685,83.687,82.477,82.99,41949,0,1
123,2013.11.21,82.991,83.388,82.573,83.311,44851,0,2
124,2013.11.22,83.316,83.362,82.155,82.912,38532,0,1
125,2013.11.25,83.266,83.682,83.218,83.584,43734,0,1
126,2013.11.26,83.583,83.841,82.767,82.942,42871,0,1
127,2013.11.27,82.945,83.545,82.832,83.152,39792,0,1
128,2013.11.28,83.15,83.547,82.872,83.084,29257,0,2
129,2013.11.29,83.082,83.6,82.795,83.185,29429,0,2
130,2013.12.02,83.572,84.492,83.454,84.38,35086,0,1
131,2013.12.03,84.377,84.853,84.1,84.235,44657,0,4
132,2013.12.04,84.234,84.248,83.234,83.995,45120,0,3
133,2013.12.05,83.991,84.099,83.22,83.624,41945,0,10
134,2013.12.06,83.616,85.341,83.428,85.126,36309,0,6
135,2013.12.09,85.408,85.736,85.115,85.447,35932,0,8
136,2013.12.10,85.445,85.688,85.213,85.31,36490,0,2
137,2013.12.11,85.311,85.411,84.045,84.871,40884,0,4
138,2013.12.12,84.876,85.495,84.634,85.254,42595,0,2
139,2013.12.13,85.252,85.545,84.75,85.194,33034,0,10
140,2013.12.16,85.184,85.366,84.846,85.266,33286,0,1
141,2013.12.17,85.27,85.397,84.546,84.961,30672,0,3
142,2013.12.18,84.963,86.136,84.4,85.495,41465,0,2
143,2013.12.19,85.495,85.517,84.872,85.41,38468,0,9
144,2013.12.20,85.405,85.803,85.139,85.199,34154,0,4
145,2013.12.23,85.384,85.473,85.097,85.377,24715,0,6
146,2013.12.24,85.375,85.481,85.149,85.365,18009,0,13
147,2013.12.26,85.565,85.685,85.325,85.515,21315,0,3
148,2013.12.27,85.515,85.957,85.395,85.59,27505,0,8
149,2013.12.30,85.68,86.345,85.52,86.17,30314,0,5
150,2013.12.31,86.172,86.694,86.101,86.661,21118,0,12
151,2014.01.01,86.21,86.585,86.205,86.421,6126,0,20
152,2014.01.02,86.421,86.673,85.55,85.934,51712,0,1
153,2014.01.03,85.932,86.818,85.358,86.68,35701,0,5
154,2014.01.06,86.535,86.759,86.026,86.336,42176,0,1
155,2014.01.07,86.332,86.725,86.195,86.654,41706,0,1
156,2014.01.08,86.656,87.208,86.493,86.556,42883,0,1
157,2014.01.09,86.556,86.821,86.225,86.418,38521,0,1
158,2014.01.10,86.421,86.569,85.913,86.41,36914,0,8
159,2014.01.13,86.15,86.597,85.931,86.434,45428,0,1
160,2014.01.14,86.439,87.387,86.395,87.135,43228,0,3
161,2014.01.15,87.13,87.318,86.959,87.155,41934,0,1
162,2014.01.16,87.154,87.356,86.627,87.104,40458,0,2
163,2014.01.17,87.104,87.117,85.9,85.9,31834,0,1
164,2014.01.20,85.74,87.005,85.516,86.98,32989,0,1
165,2014.01.21,86.98,87.21,86.425,86.652,36823,0,1
166,2014.01.22,86.654,87.071,86.475,86.785,37578,0,5
167,2014.01.23,86.785,86.844,85.374,85.595,53427,0,1
168,2014.01.24,85.594,85.877,83.928,83.934,51926,0,2
169,2014.01.27,84.262,84.984,83.695,84.546,47890,0,1
170,2014.01.28,84.544,85.706,84.466,85.448,42110,0,3
171,2014.01.29,85.444,85.668,83.439,83.882,51562,0,1
172,2014.01.30,83.877,84.13,83.18,83.866,47323,0,1
173,2014.01.31,83.868,83.934,82.32,82.32,42641,0,2
174,2014.02.03,82.958,83.143,81.49,81.584,48069,0,1
175,2014.02.04,81.587,83.905,81.418,83.333,53169,0,1
176,2014.02.05,83.286,83.723,82.889,83.65,55015,0,1
177,2014.02.06,83.653,84.473,83.202,84.003,46452,0,1
178,2014.02.07,84.004,84.951,83.728,84.889,42323,0,2
179,2014.02.10,84.821,84.885,84.295,84.684,29678,0,2
180,2014.02.11,84.686,85.625,84.625,85.138,32233,0,1
181,2014.02.12,85.135,85.774,85.057,85.205,32587,0,1
182,2014.02.13,85.207,85.504,84.641,85.238,35497,0,3
183,2014.02.14,85.238,85.58,84.653,85.138,30561,0,7
184,2014.02.17,84.894,85.594,84.855,85.498,26443,0,1
185,2014.02.18,85.513,85.753,84.752,84.752,40003,0,5
186,2014.02.19,84.755,85.211,84.54,84.628,37513,0,1
187,2014.02.20,84.625,85.222,84.002,85.11,39933,0,3
188,2014.02.21,85.112,85.262,84.7,84.801,27456,0,5
189,2014.02.24,84.926,85.509,84.565,85.381,33808,0,1
190,2014.02.25,85.378,85.602,84.904,85.078,32077,0,1
191,2014.02.26,85.079,85.393,84.708,85.105,35298,0,5
192,2014.02.27,85.102,85.692,84.802,85.525,41092,0,5
193,2014.02.28,85.529,85.894,85.185,85.257,34442,0,1
194,2014.03.03,84.61,85.059,84.531,84.916,35785,0,4
195,2014.03.04,84.91,85.902,84.881,85.723,35753,0,1
196,2014.03.05,85.727,86.337,85.554,86.18,30855,0,6
197,2014.03.06,86.182,87.587,86.173,87.268,36031,0,2
198,2014.03.07,87.268,87.943,87.121,87.359,42696,0,3
199,2014.03.10,87.307,87.587,87.028,87.432,48970,0,3
200,2014.03.11,87.43,87.867,86.867,87.063,55503,0,3
201,2014.03.12,87.067,87.967,86.611,87.855,68534,0,2
202,2014.03.13,87.857,88.311,86.521,86.921,86027,0,1
203,2014.03.14,86.919,87.115,86.329,86.423,59694,0,1
204,2014.03.17,86.498,87.4,86.445,87.177,55925,0,1
205,2014.03.18,87.177,87.672,86.65,87.27,67378,0,3
206,2014.03.19,87.27,87.906,87.164,87.226,74995,0,1
207,2014.03.20,87.225,87.553,87.105,87.308,62521,0,1
208,2014.03.21,87.31,87.593,87.113,87.25,42288,0,2
209,2014.03.24,87.302,87.597,87.159,87.433,59748,0,1
210,2014.03.25,87.431,87.876,87.313,87.787,51631,0,1
211,2014.03.26,87.789,88.288,87.467,87.563,64816,0,1
212,2014.03.27,87.565,88.759,87.528,88.64,68227,0,2
213,2014.03.28,88.642,89.194,88.573,88.955,46322,0,2
214,2014.03.31,89.202,89.66,88.894,89.502,60287,0,1
215,2014.04.01,89.503,89.92,89.262,89.284,54632,0,1
216,2014.04.02,89.279,89.399,88.67,89.043,58156,0,5
217,2014.04.03,89.042,89.074,88.495,88.861,55921,0,1
218,2014.04.04,88.86,89.216,88.515,88.724,59036,0,1
219,2014.04.07,88.96,88.97,88.484,88.711,41881,0,3
220,2014.04.08,88.709,89.068,88.058,88.358,77453,0,1
221,2014.04.09,88.355,89.03,88.099,89.028,65745,0,1
222,2014.04.10,89.031,89.217,87.826,87.883,53719,0,4
223,2014.04.11,87.856,88.386,87.627,88.238,45596,0,4
224,2014.04.14,88.089,88.563,87.737,88.493,38127,0,2
225,2014.04.15,88.492,88.519,87.526,87.576,48258,0,1
226,2014.04.16,87.577,88.315,87.502,88.197,46538,0,1
227,2014.04.17,88.2,88.311,87.663,87.836,36639,0,1
228,2014.04.18,87.84,87.984,87.736,87.792,17887,0,1
229,2014.04.21,88.085,88.088,87.758,88.037,19650,0,8
230,2014.04.22,88.035,88.414,87.918,88.374,32627,0,4
231,2014.04.23,88.378,88.461,87.597,88.255,40113,0,3
232,2014.04.24,88.253,88.488,87.445,87.661,39892,0,6
233,2014.04.25,87.643,87.77,87.43,87.619,31566,0,7
234,2014.04.28,87.599,87.751,87.233,87.468,38452,0,1
235,2014.04.29,87.469,87.869,87.316,87.807,33124,0,2
236,2014.04.30,87.806,88.182,87.528,87.982,40812,0,2
237,2014.05.01,87.976,88.357,87.935,88.226,26443,0,10
238,2014.05.02,88.228,88.858,88.105,88.407,44971,0,1
239,2014.05.05,88.484,88.71,88.139,88.694,24433,0,1
240,2014.05.06,88.696,89.282,88.388,88.583,45145,0,1
241,2014.05.07,88.585,88.601,87.886,88.095,59532,0,1
242,2014.05.08,88.097,88.238,87.662,87.823,55538,0,2
243,2014.05.09,87.827,87.985,87.505,87.684,30919,0,2
244,2014.05.12,87.852,88.146,87.809,88.095,30100,0,7
245,2014.05.13,88.097,88.516,88.042,88.2,35822,0,1
246,2014.05.14,88.189,88.49,88.059,88.134,31657,0,8
247,2014.05.15,88.126,88.654,87.47,87.806,38188,0,6
248,2014.05.16,87.808,87.845,87.481,87.511,36444,0,8
249,2014.05.19,87.688,87.883,87.313,87.574,34647,0,15
250,2014.05.20,87.57,87.585,86.64,86.695,36225,0,14
251,2014.05.21,86.694,86.981,86.363,86.856,40673,0,1
252,2014.05.22,86.856,87.332,86.68,87.179,30613,0,6
253,2014.05.23,87.177,87.29,86.906,87.085,33958,0,1
254,2014.05.26,87.074,87.265,86.904,87.224,18466,0,5
255,2014.05.27,87.223,87.416,87.007,87.359,26443,0,17
256,2014.05.28,87.354,87.354,86.167,86.264,33676,0,20
257,2014.05.29,86.264,86.469,85.841,86.32,36768,0,19
258,2014.05.30,86.316,86.49,86.115,86.431,30632,0,21
259,2014.06.02,86.467,86.667,86.268,86.46,37371,0,1
260,2014.06.03,86.456,86.737,86.276,86.502,38733,0,3
261,2014.06.04,86.502,86.622,86.148,86.483,41695,0,3
262,2014.06.05,86.48,87.146,86.373,86.883,42654,0,1
263,2014.06.06,86.882,87.447,86.79,87.072,38190,0,3
264,2014.06.09,87.238,87.352,86.937,87.038,29279,0,10
265,2014.06.10,87.039,87.299,86.93,87.235,33780,0,1
266,2014.06.11,87.238,87.98,86.93,87.766,41716,0,1
267,2014.06.12,87.765,88.662,87.764,88.224,41077,0,2
268,2014.06.13,88.225,88.552,88.082,88.296,31940,0,6
269,2014.06.16,88.323,88.525,88.221,88.334,30744,0,8
270,2014.06.17,88.333,88.496,88.209,88.477,31766,0,9
271,2014.06.18,88.474,89.049,88.435,88.826,37179,0,3
272,2014.06.19,88.827,88.924,88.689,88.741,40227,0,7
273,2014.06.20,88.741,88.867,88.64,88.74,30004,0,12
274,2014.06.23,88.847,89.178,88.659,88.694,32275,0,1
275,2014.06.24,88.694,88.92,88.299,88.326,35405,0,9
276,2014.06.25,88.328,89.022,88.258,88.927,33677,0,7
277,2014.06.26,88.928,89.385,88.877,89.141,37466,0,9
278,2014.06.27,89.141,89.204,88.764,88.97,30074,0,8
279,2014.06.30,88.979,89.058,88.505,88.77,30946,0,10
280,2014.07.01,88.766,89.231,88.703,88.964,31995,0,14
281,2014.07.02,88.965,89.323,88.865,89.234,28517,0,11
282,2014.07.03,89.233,89.55,89.092,89.369,32415,0,3
283,2014.07.04,89.367,89.41,89.065,89.12,19663,0,3
284,2014.07.07,89.173,89.298,89.018,89.065,26061,0,3
285,2014.07.08,89.058,89.629,89.008,89.207,28535,0,3
286,2014.07.09,89.208,89.681,89.186,89.591,28956,0,3
287,2014.07.10,89.592,89.678,88.974,89.238,32833,0,3
288,2014.07.11,89.239,89.496,89.145,89.306,44547,0,3
289,2014.07.14,89.3,89.534,89.29,89.45,49143,0,10
290,2014.07.15,89.45,89.556,88.634,88.717,54276,0,1
291,2014.07.16,88.714,88.784,88.352,88.557,37744,0,1
292,2014.07.17,88.597,88.608,87.487,87.703,44832,0,2
293,2014.07.18,87.676,88.096,87.571,87.976,34859,0,2
294,2014.07.21,88.211,88.251,87.97,88.007,36950,0,17
295,2014.07.22,88.0,88.171,87.821,87.981,53589,0,1
296,2014.07.23,87.975,88.368,87.294,87.415,59788,0,5
297,2014.07.24,87.402,87.577,86.917,87.305,63904,0,11
298,2014.07.25,87.306,87.376,86.948,87.091,54116,0,10
299,2014.07.28,87.011,87.177,86.876,87.044,48476,0,11
300,2014.07.29,87.044,87.169,86.672,86.846,64800,0,9
301,2014.07.30,86.842,87.465,86.761,87.281,58453,0,7
302,2014.07.31,87.279,87.575,87.137,87.393,51117,0,5
303,2014.08.01,87.391,87.588,86.996,87.126,49309,0,4
304,2014.08.04,87.267,87.466,87.192,87.375,42970,0,20
305,2014.08.05,87.376,87.496,86.499,86.58,64806,0,20
306,2014.08.06,86.58,86.618,86.193,86.515,65512,0,20
307,2014.08.07,86.515,86.784,86.288,86.316,64586,0,20
308,2014.08.08,86.318,86.515,85.729,86.299,66887,0,20
309,2014.08.11,86.449,86.561,86.334,86.412,39745,0,20
310,2014.08.12,86.412,86.448,85.99,86.163,48906,0,20
311,2014.08.13,86.161,86.939,86.063,86.822,53009,0,20
312,2014.08.14,86.822,87.125,86.746,86.921,46373,0,20
313,2014.08.15,86.921,87.266,86.657,86.804,43230,0,20
314,2014.08.18,86.827,87.026,86.752,86.798,32007,0,20
315,2014.08.19,86.801,86.903,86.455,86.672,48163,0,20
316,2014.08.20,86.672,86.971,86.327,86.819,64777,0,20
317,2014.08.21,86.819,87.305,86.71,87.185,51759,0,20
318,2014.08.22,87.186,87.505,87.067,87.283,53539,0,8
319,2014.08.25,87.042,87.151,86.494,86.509,45076,0,11
320,2014.08.26,86.509,86.816,86.501,86.798,55440,0,20
321,2014.08.27,86.798,87.106,86.753,86.896,55352,0,20
322,2014.08.28,86.896,87.211,86.714,86.857,48802,0,3
323,2014.08.29,86.858,87.192,86.689,86.94,29865,0,3
324,2014.09.01,86.996,87.553,86.991,87.5,42462,0,20
325,2014.09.02,87.499,87.614,87.192,87.346,68008,0,20
326,2014.09.03,87.343,87.512,87.132,87.274,68370,0,1
327,2014.09.04,87.274,87.64,87.171,87.362,77271,0,1
328,2014.09.05,87.365,87.557,87.144,87.475,68599,0,1
329,2014.09.08,87.45,87.799,87.333,87.76,69571,0,1
330,2014.09.09,87.762,87.932,87.396,87.607,82508,0,1
331,2014.09.10,87.607,88.041,87.351,87.553,75515,0,1
332,2014.09.11,87.554,87.737,87.298,87.641,72655,0,1
333,2014.09.12,87.639,87.774,87.39,87.42,68139,0,1
334,2014.09.15,87.446,87.695,87.165,87.602,59655,0,1
335,2014.09.16,87.602,87.974,87.255,87.76,73732,0,1
336,2014.09.17,87.762,87.921,87.465,87.889,78999,0,1
337,2014.09.18,87.891,88.876,87.835,88.669,75795,0,1
338,2014.09.19,88.666,88.917,88.375,88.467,80719,0,1
339,2014.09.22,88.72,88.85,88.18,88.203,136521,0,1
340,2014.09.23,88.203,88.473,87.572,87.674,81423,0,1
341,2014.09.24,87.673,88.157,87.572,88.124,75151,0,1
342,2014.09.25,88.124,88.136,86.048,86.317,100824,0,1
343,2014.09.26,86.319,86.53,85.885,85.934,80104,0,1
344,2014.09.29,86.008,86.042,84.345,84.966,93793,0,1
345,2014.09.30,84.966,85.786,84.726,85.625,89422,0,1
346,2014.10.01,85.628,85.902,84.688,84.812,103201,0,1
347,2014.10.02,84.812,86.073,84.781,85.619,111907,0,1
348,2014.10.03,85.62,85.825,84.966,85.24,74129,0,1
349,2014.10.06,84.857,85.496,84.838,85.263,76787,0,1
350,2014.10.07,85.262,85.29,84.512,84.538,102433,0,1
351,2014.10.08,84.536,85.562,84.39,85.485,107117,0,1
352,2014.10.09,85.485,85.819,84.528,84.748,111441,0,1
353,2014.10.10,84.748,84.902,84.025,84.112,83571,0,1
354,2014.10.13,84.048,84.771,83.905,84.226,82220,0,1
355,2014.10.14,84.226,84.914,83.588,84.032,96466,0,1
356,2014.10.15,84.032,84.775,83.653,84.433,128617,0,1
357,2014.10.16,84.436,84.849,83.359,84.54,127772,0,1
358,2014.10.17,84.541,84.862,84.14,84.565,84155,0,1
359,2014.10.20,84.93,85.378,84.883,85.09,80096,0,25
360,2014.10.21,85.091,85.466,84.87,85.243,82583,0,25
361,2014.10.22,85.246,85.378,84.119,84.122,77523,0,25
362,2014.10.23,84.123,84.804,83.947,84.636,90141,0,10
363,2014.10.24,84.636,85.042,84.26,84.692,71930,0,15
364,2014.10.27,84.842,85.185,84.767,85.182,76860,0,17
365,2014.10.28,85.181,85.759,85.086,85.708,62592,0,1
366,2014.10.29,85.708,86.163,84.566,84.887,71686,0,23
367,2014.10.30,84.889,85.888,84.828,85.577,81743,0,16
368,2014.10.31,85.58,88.012,85.559,87.453,105345,0,23
369,2014.11.03,87.372,88.222,87.256,87.794,99619,0,23
370,2014.11.04,87.789,88.946,87.715,88.867,106448,0,16
371,2014.11.05,88.867,89.247,87.954,88.056,117333,0,13
372,2014.11.06,88.05,88.831,88.033,88.577,118265,0,3
373,2014.11.07,88.574,88.948,88.302,88.824,111012,0,25
374,2014.11.10,88.772,89.197,88.767,89.012,90844,0,25
375,2014.11.11,89.015,90.614,88.97,90.431,101973,0,7
376,2014.11.12,90.43,91.144,90.23,90.855,106780,0,25
377,2014.11.13,90.857,91.578,90.646,91.282,79935,0,1
378,2014.11.14,91.28,92.254,90.962,91.938,68395,0,2
379,2014.11.17,92.495,92.63,91.811,92.56,74526,0,5
380,2014.11.18,92.57,93.219,92.348,92.373,73642,0,1
381,2014.11.19,92.371,92.813,92.091,92.54,70069,0,3
382,2014.11.20,92.54,93.123,92.538,92.826,63916,0,5
383,2014.11.21,92.824,93.672,92.496,92.71,58098,0,5
384,2014.11.24,92.921,93.206,92.858,93.067,53040,16503000000,5
385,2014.11.25,93.061,93.08,91.812,92.233,74554,155500000,5
386,2014.11.26,92.216,92.921,91.87,92.634,74275,68600000,1
387,2014.11.27,92.639,92.978,92.382,92.618,50687,0,5
388,2014.11.28,92.619,93.282,92.556,93.09,56659,0,23
389,2014.12.01,92.615,93.442,92.51,93.02,70521,0,5
390,2014.12.02,93.021,93.459,92.803,92.976,65934,0,5
391,2014.12.03,92.966,93.211,92.647,92.896,62103,0,5
392,2014.12.04,92.882,93.478,92.666,93.179,60705,0,5
393,2014.12.05,93.181,93.973,93.091,93.652,58113,0,5
394,2014.12.08,93.355,93.454,92.236,92.319,71411,66565699000,2
395,2014.12.09,92.32,92.396,91.393,91.784,80331,71799518000,1
396,2014.12.10,91.788,92.445,90.641,91.876,78592,71337329000,1
397,2014.12.11,91.876,93.303,91.876,92.655,75303,76543192000,1
398,2014.12.12,92.651,92.808,91.967,92.308,68467,50642200000,1
399,2014.12.15,91.63,92.359,90.921,91.148,75657,68613622000,4
400,2014.12.16,91.148,91.615,89.969,90.832,84274,71549600000,1
401,2014.12.17,90.835,91.889,90.316,91.395,77940,67131700000,1
402,2014.12.18,91.395,92.548,91.187,92.501,69442,59771980000,3
403,2014.12.19,92.552,93.018,92.285,92.405,61626,53017700000,1
404,2014.12.22,92.516,93.041,92.071,92.764,158553,212440600000,1
405,2014.12.23,92.764,93.32,92.73,93.048,146313,166990200000,8
406,2014.12.24,93.048,93.189,92.835,93.05,96104,124081550000,10
407,2014.12.26,93.07,93.439,93.048,93.341,65864,60558000000,7
408,2014.12.29,93.226,94.042,93.213,93.823,151057,170676950000,1
409,2014.12.30,93.823,93.932,93.158,93.554,162456,187055050000,3
410,2014.12.31,93.554,93.835,93.251,93.398,103136,127894200000,14
411,2015.01.02,93.383,93.473,92.541,92.643,56656,0,38
412,2015.01.05,92.222,92.321,91.595,91.916,108363,0,38
413,2015.01.06,91.914,92.527,91.769,91.847,127219,0,38
414,2015.01.07,91.845,92.872,91.84,92.632,107089,0,38
415,2015.01.08,92.633,93.662,92.632,93.502,93740,0,38
416,2015.01.09,93.499,93.718,92.695,92.743,93893,0,38
417,2015.01.12,92.725,93.006,91.706,91.904,96374,0,37
418,2015.01.13,91.906,92.313,90.719,91.168,111161,0,38
419,2015.01.14,91.17,91.228,89.822,90.53,125235,0,37
420,2015.01.15,90.531,91.846,90.14,91.021,133398,0,38
421,2015.01.16,91.02,91.694,90.539,91.429,110872,0,38
422,2015.01.19,91.599,91.653,91.1,91.325,50048,0,27
423,2015.01.20,91.324,91.879,90.512,90.707,67713,0,40
424,2015.01.21,90.704,90.734,88.929,89.182,77416,0,41
425,2015.01.22,89.184,89.256,88.462,89.048,76884,0,38
426,2015.01.23,89.049,89.136,87.614,87.615,69174,0,43
427,2015.01.26,87.054,88.257,87.031,88.111,58240,0,34
428,2015.01.27,88.11,88.219,87.307,87.76,61035,0,16
429,2015.01.28,87.756,88.324,85.877,86.071,62866,0,1
430,2015.01.29,86.066,86.704,85.594,86.045,68631,19000000,16
431,2015.01.30,86.048,86.062,84.712,85.147,53803,0,38
