,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
0,2013.06.03,1.58149,1.58582,1.56683,1.56956,60154,0,52
1,2013.06.04,1.56957,1.59039,1.56863,1.58588,62143,0,52
2,2013.06.05,1.58585,1.61841,1.58508,1.61739,68790,0,52
3,2013.06.06,1.61741,1.63389,1.61632,1.63389,81246,0,52
4,2013.06.07,1.63474,1.64746,1.62902,1.63717,79631,0,52
5,2013.06.10,1.64855,1.6499,1.64122,1.64626,62304,0,52
6,2013.06.11,1.64625,1.66716,1.64619,1.65333,83843,0,52
7,2013.06.12,1.65334,1.66031,1.63627,1.65379,73040,0,52
8,2013.06.13,1.6538,1.66307,1.62586,1.62992,79633,0,52
9,2013.06.14,1.62991,1.64144,1.62332,1.64002,68333,0,52
10,2013.06.17,1.64163,1.649,1.62763,1.64609,54305,0,52
11,2013.06.18,1.64608,1.65769,1.64138,1.64754,62893,0,52
12,2013.06.19,1.64752,1.67079,1.63847,1.66808,70140,0,52
13,2013.06.20,1.66809,1.68743,1.66202,1.68548,96113,0,52
14,2013.06.21,1.68547,1.68701,1.66737,1.67033,75715,0,52
15,2013.06.24,1.66562,1.67788,1.66045,1.66749,81966,0,52
16,2013.06.25,1.6675,1.67759,1.66057,1.66372,77247,0,52
17,2013.06.26,1.6637,1.66837,1.64458,1.64965,70522,0,52
18,2013.06.27,1.64966,1.65031,1.63423,1.64329,63315,0,52
19,2013.06.28,1.6433,1.66568,1.64297,1.66425,68152,0,52
20,2013.07.01,1.66523,1.66644,1.64511,1.64522,60332,0,52
21,2013.07.02,1.64526,1.66149,1.64481,1.65662,65719,0,52
22,2013.07.03,1.65664,1.69125,1.64954,1.67943,70818,0,52
23,2013.07.04,1.67936,1.68125,1.64103,1.64468,67650,0,52
24,2013.07.05,1.6447,1.64898,1.6254,1.63942,62118,0,52
25,2013.07.08,1.64223,1.64524,1.63421,1.63562,52007,0,52
26,2013.07.09,1.6356,1.64255,1.61598,1.62079,65250,0,52
27,2013.07.10,1.62077,1.64033,1.61427,1.63448,78720,0,52
28,2013.07.11,1.63451,1.6576,1.62643,1.65456,85427,0,52
29,2013.07.12,1.65461,1.67677,1.65075,1.6683,43593,0,52
30,2013.07.15,1.66341,1.66763,1.65254,1.66051,61151,0,52
31,2013.07.16,1.66049,1.66097,1.63226,1.63781,64286,0,52
32,2013.07.17,1.63783,1.65384,1.63468,1.64764,65125,0,52
33,2013.07.18,1.64765,1.66151,1.64585,1.65788,65235,0,52
34,2013.07.19,1.65787,1.66361,1.6533,1.66325,63399,0,52
35,2013.07.22,1.65996,1.66754,1.65534,1.65984,60439,0,52
36,2013.07.23,1.65983,1.66237,1.65276,1.65458,65198,0,52
37,2013.07.24,1.65459,1.67718,1.64987,1.67366,75869,0,52
38,2013.07.25,1.67365,1.68135,1.65974,1.66464,73090,0,52
39,2013.07.26,1.66462,1.66554,1.65611,1.65896,59116,0,52
40,2013.07.29,1.65911,1.66988,1.65802,1.66836,60578,0,52
41,2013.07.30,1.66837,1.694,1.66557,1.67892,66707,0,52
42,2013.07.31,1.67891,1.70322,1.67887,1.69911,76240,0,52
43,2013.08.01,1.69909,1.70327,1.68672,1.69008,70723,0,52
44,2013.08.02,1.69005,1.71919,1.68918,1.71603,67979,0,52
45,2013.08.05,1.71593,1.72663,1.71444,1.71993,60302,0,52
46,2013.08.06,1.71992,1.72363,1.70601,1.70802,64018,0,52
47,2013.08.07,1.70803,1.73376,1.70113,1.7215,72570,0,52
48,2013.08.08,1.72153,1.72535,1.70288,1.70726,67757,0,52
49,2013.08.09,1.70727,1.70959,1.68297,1.6834,54344,0,52
50,2013.08.12,1.68657,1.69442,1.67988,1.69314,53519,0,52
